id	rate	place
48111	0.0513	"Dallam County, Texas"
48113	0.0413	"Dallas County, Texas"
19049	0.06	"Dallas County, Iowa"
1047	0.0667	"Dallas County, Ala."
5039	0.0684	"Dallas County, Ark."
29059	0.1284	"Dallas County, Mo."
55025	0.0306	"Dane County, Wis."
30019	0.0149	"Daniels County, Mont."
51590	0.142	"Danville city, Va."
37055	0.1255	"Dare County, N.C."
39037	0.14	"Darke County, Ohio"
45031	0.1169	"Darlington County, S.C."
42043	0.0462	"Dauphin County, Pa."
47037	0.078	"Davidson County, Tenn."
37057	0.1305	"Davidson County, N.C."
37059	0.2205	"Davie County, N.C."
18027	0.1536	"Daviess County, Ind."
29061	0.2432	"Daviess County, Mo."
21059	0.2885	"Daviess County, Ky."
49011	0.0708	"Davis County, Utah"
19051	0.1385	"Davis County, Iowa"
46035	0.0502	"Davison County, S.D."
31045	0.0327	"Dawes County, Neb."
31047	0.0519	"Dawson County, Neb."
48115	0.0622	"Dawson County, Texas"
30021	0.0837	"Dawson County, Mont."
13085	0.2028	"Dawson County, Ga."
46037	0.0327	"Day County, S.D."
35011	0.213	"De Baca County, N.M."
22031	0.153	"De Soto Parish, La."
17039	0.2028	"De Witt County, Ill."
48117	0.0326	"Deaf Smith County, Texas"
18029	0.1156	"Dearborn County, Ind."
13087	0.0916	"Decatur County, Ga."
19053	0.0941	"Decatur County, Iowa"
20039	0.1074	"Decatur County, Kan."
47039	0.1802	"Decatur County, Tenn."
18031	0.2236	"Decatur County, Ind."
30023	0.0339	"Deer Lodge County, Mont."
39039	0.0841	"Defiance County, Ohio"
13089	0.0436	"DeKalb County, Ga."
17037	0.0456	"DeKalb County, Ill."
18033	0.1148	"DeKalb County, Ind."
29063	0.1332	"DeKalb County, Mo."
1049	0.1491	"DeKalb County, Ala."
47041	0.2109	"DeKalb County, Tenn."
6015	0.0488	"Del Norte County, Calif."
42045	0.0322	"Delaware County, Pa."
19055	0.059	"Delaware County, Iowa"
36025	0.0701	"Delaware County, N.Y."
39041	0.0809	"Delaware County, Ohio"
18035	0.1113	"Delaware County, Ind."
40041	0.1464	"Delaware County, Okla."
26041	0.0381	"Delta County, Mich."
8029	0.0653	"Delta County, Colo."
48119	0.1414	"Delta County, Texas"
2068	0.0142	"Denali Borough, Alaska"
29065	0.1353	"Dent County, Mo."
48121	0.0575	"Denton County, Texas"
8031	0.0333	"Denver County, Colo."
19057	0.0848	"Des Moines County, Iowa"
41017	0.0567	"Deschutes County, Ore."
5041	0.0495	"Desha County, Ark."
28033	0.1044	"DeSoto County, Miss."
12027	0.1185	"DeSoto County, Fla."
31049	0.039	"Deuel County, Neb."
46039	0.041	"Deuel County, S.D."
46041	0.0042	"Dewey County, S.D."
40043	0.0743	"Dewey County, Okla."
48123	0.049	"DeWitt County, Texas"
48125	0.2168	"Dickens County, Texas"
51051	0.2955	"Dickenson County, Va."
38021	0.0455	"Dickey County, N.D."
26043	0.0362	"Dickinson County, Mich."
19059	0.0492	"Dickinson County, Iowa"
20041	0.072	"Dickinson County, Kan."
47043	0.2437	"Dickson County, Tenn."
2070	0.0028	"Dillingham Census Area, Alaska"
45033	0.1447	"Dillon County, S.C."
48127	0.0021	"Dimmit County, Texas"
51053	0.122	"Dinwiddie County, Va."
11001	0.0233	"District of Columbia, D.C."
38023	0.013	"Divide County, N.D."
12029	0.1062	"Dixie County, Fla."
31051	0.0497	"Dixon County, Neb."
35013	0.0235	"Do–a Ana County, N.M."
54017	0.1453	"Doddridge County, W.Va."
55027	0.04	"Dodge County, Wis."
27039	0.0407	"Dodge County, Minn."
31053	0.0419	"Dodge County, Neb."
13091	0.1376	"Dodge County, Ga."
8033	0.2535	"Dolores County, Colo."
20043	0.0712	"Doniphan County, Kan."
48129	0.0418	"Donley County, Texas"
13093	0.0792	"Dooly County, Ga."
55029	0.0582	"Door County, Wis."
45035	0.1834	"Dorchester County, S.C."
24019	0.2229	"Dorchester County, Md."
13095	0.0996	"Dougherty County, Ga."
31055	0.0374	"Douglas County, Neb."
27041	0.0378	"Douglas County, Minn."
55031	0.0382	"Douglas County, Wis."
46043	0.0398	"Douglas County, S.D."
8035	0.052	"Douglas County, Colo."
20045	0.0567	"Douglas County, Kan."
53017	0.0625	"Douglas County, Wash."
32005	0.0646	"Douglas County, Nev."
41019	0.066	"Douglas County, Ore."
29067	0.0818	"Douglas County, Mo."
13097	0.1053	"Douglas County, Ga."
17041	0.1167	"Douglas County, Ill."
5043	0.0925	"Drew County, Ark."
18037	0.1026	"Dubois County, Ind."
19061	0.0585	"Dubuque County, Iowa"
49013	0.054	"Duchesne County, Utah"
25007	0.2608	"Dukes County, Mass."
31057	0.0763	"Dundy County, Neb."
29069	0.1659	"Dunklin County, Mo."
55033	0.0364	"Dunn County, Wis."
38025	0.0406	"Dunn County, N.D."
17043	0.0297	"DuPage County, Ill."
37061	0.1242	"Duplin County, N.C."
37063	0.053	"Durham County, N.C."
36027	0.0393	"Dutchess County, N.Y."
48131	0.029	"Duval County, Texas"
12031	0.0597	"Duval County, Fla."
47045	0.154	"Dyer County, Tenn."
8037	0.0225	"Eagle County, Colo."
13099	0.0973	"Early County, Ga."
22033	0.0847	"East Baton Rouge Parish, La."
22035	0.1321	"East Carroll Parish, La."
22037	0.1366	"East Feliciana Parish, La."
48133	0.0912	"Eastland County, Texas"
26045	0.0657	"Eaton County, Mich."
55035	0.0538	"Eau Claire County, Wis."
13101	0.2203	"Echols County, Ga."
48135	0.0622	"Ector County, Texas"
38027	0.0193	"Eddy County, N.D."
35015	0.0639	"Eddy County, N.M."
17045	0.1176	"Edgar County, Ill."
37065	0.112	"Edgecombe County, N.C."
45037	0.181	"Edgefield County, S.C."
21061	0.1869	"Edmonson County, Ky."
46045	0.0223	"Edmunds County, S.D."
48137	0.0584	"Edwards County, Texas"
20047	0.0961	"Edwards County, Kan."
17047	0.1235	"Edwards County, Ill."
13103	0.1085	"Effingham County, Ga."
17049	0.1095	"Effingham County, Ill."
6017	0.0472	"El Dorado County, Calif."
48141	0.0374	"El Paso County, Texas"
8041	0.0604	"El Paso County, Colo."
8039	0.065	"Elbert County, Colo."
13105	0.1463	"Elbert County, Ga."
42047	0.0675	"Elk County, Pa."
20049	0.1255	"Elk County, Kan."
18039	0.1168	"Elkhart County, Ind."
32007	0.2066	"Elko County, Nev."
21063	0.4795	"Elliott County, Ky."
20051	0.06	"Ellis County, Kan."
48139	0.0827	"Ellis County, Texas"
40045	0.1731	"Ellis County, Okla."
20053	0.0747	"Ellsworth County, Kan."
16039	0.0663	"Elmore County, Idaho"
1051	0.1431	"Elmore County, Ala."
13107	0.0954	"Emanuel County, Ga."
49015	0.0136	"Emery County, Utah"
26047	0.0487	"Emmet County, Mich."
19063	0.0654	"Emmet County, Iowa"
38029	0.0264	"Emmons County, N.D."
51595	0.0551	"Emporia city, Va."
48143	0.1341	"Erath County, Texas"
36029	0.0267	"Erie County, N.Y."
39043	0.0481	"Erie County, Ohio"
42049	0.0483	"Erie County, Pa."
1053	0.0896	"Escambia County, Ala."
12033	0.1331	"Escambia County, Fla."
32009	0.0836	"Esmeralda County, Nev."
34013	0.0446	"Essex County, N.J."
25009	0.0462	"Essex County, Mass."
36031	0.0671	"Essex County, N.Y."
51057	0.0679	"Essex County, Va."
50009	0.0859	"Essex County, Vt."
21065	0.2868	"Estill County, Ky."
1055	0.1418	"Etowah County, Ala."
32011	0.4395	"Eureka County, Nev."
22039	0.09	"Evangeline Parish, La."
13109	0.0944	"Evans County, Ga."
2090	0.0504	"Fairbanks North Star Borough, Alaska"
51059	0.0483	"Fairfax County, Va."
51600	0.0393	"Fairfax city, Va."
9001	0.0441	"Fairfield County, Conn."
39045	0.0929	"Fairfield County, Ohio"
45039	0.205	"Fairfield County, S.C."
46047	0.0497	"Fall River County, S.D."
30025	0.1873	"Fallon County, Mont."
48145	0.0696	"Falls County, Texas"
51610	0.0668	"Falls Church city, Va."
48147	0.1072	"Fannin County, Texas"
13111	0.17	"Fannin County, Ga."
27043	0.037	"Faribault County, Minn."
46049	0.0304	"Faulk County, S.D."
5045	0.111	"Faulkner County, Ark."
51061	0.087	"Fauquier County, Va."
48149	0.0488	"Fayette County, Texas"
19065	0.0584	"Fayette County, Iowa"
42051	0.0663	"Fayette County, Pa."
47047	0.101	"Fayette County, Tenn."
13113	0.1062	"Fayette County, Ga."
54019	0.1212	"Fayette County, W.Va."
21067	0.1429	"Fayette County, Ky."
39047	0.1474	"Fayette County, Ohio"
18041	0.1475	"Fayette County, Ind."
17051	0.2025	"Fayette County, Ill."
1057	0.2408	"Fayette County, Ala."
47049	0.1835	"Fentress County, Tenn."
30027	0.1332	"Fergus County, Mont."
53019	0.0411	"Ferry County, Wash."
27045	0.0385	"Fillmore County, Minn."
31059	0.0564	"Fillmore County, Neb."
20055	0.0464	"Finney County, Kan."
48151	0.1265	"Fisher County, Texas"
12035	0.0799	"Flagler County, Fla."
30029	0.049	"Flathead County, Mont."
21069	0.3223	"Fleming County, Ky."
55037	0.0277	"Florence County, Wis."
45041	0.083	"Florence County, S.C."
48153	0.0404	"Floyd County, Texas"
19067	0.0725	"Floyd County, Iowa"
18043	0.1461	"Floyd County, Ind."
51063	0.1595	"Floyd County, Va."
13115	0.2199	"Floyd County, Ga."
21071	0.3002	"Floyd County, Ky."
51065	0.1002	"Fluvanna County, Va."
48155	0.107	"Foard County, Texas"
55039	0.0493	"Fond du Lac County, Wis."
20057	0.0386	"Ford County, Kan."
17053	0.1885	"Ford County, Ill."
55041	0.0285	"Forest County, Wis."
42053	0.029	"Forest County, Pa."
28035	0.1073	"Forrest County, Miss."
37067	0.0762	"Forsyth County, N.C."
13117	0.1226	"Forsyth County, Ga."
48157	0.0429	"Fort Bend County, Texas"
38031	0.0547	"Foster County, N.D."
18045	0.1662	"Fountain County, Ind."
25011	0.0442	"Franklin County, Mass."
31061	0.0459	"Franklin County, Neb."
36033	0.0559	"Franklin County, N.Y."
39049	0.0576	"Franklin County, Ohio"
19069	0.0582	"Franklin County, Iowa"
53021	0.0602	"Franklin County, Wash."
16041	0.0672	"Franklin County, Idaho"
23007	0.0847	"Franklin County, Maine"
20059	0.0879	"Franklin County, Kan."
12037	0.0893	"Franklin County, Fla."
28037	0.1026	"Franklin County, Miss."
17055	0.1061	"Franklin County, Ill."
48159	0.112	"Franklin County, Texas"
5047	0.1128	"Franklin County, Ark."
42055	0.117	"Franklin County, Pa."
50011	0.1389	"Franklin County, Vt."
51067	0.171	"Franklin County, Va."
18047	0.1729	"Franklin County, Ind."
37069	0.18	"Franklin County, N.C."
13119	0.1884	"Franklin County, Ga."
22041	0.1953	"Franklin Parish, La."
47051	0.2053	"Franklin County, Tenn."
21073	0.2215	"Franklin County, Ky."
1059	0.2419	"Franklin County, Ala."
29071	0.246	"Franklin County, Mo."
51620	0.1255	"Franklin city, Va."
24021	0.0786	"Frederick County, Md."
51069	0.1554	"Frederick County, Va."
51630	0.0671	"Fredericksburg city, Va."
27047	0.0333	"Freeborn County, Minn."
48161	0.0665	"Freestone County, Texas"
56013	0.0471	"Fremont County, Wyo."
8043	0.0497	"Fremont County, Colo."
19071	0.0768	"Fremont County, Iowa"
16043	0.1072	"Fremont County, Idaho"
6019	0.0196	"Fresno County, Calif."
48163	0.055	"Frio County, Texas"
31063	0.0567	"Frontier County, Neb."
39051	0.0623	"Fulton County, Ohio"
13121	0.0664	"Fulton County, Ga."
36035	0.1061	"Fulton County, N.Y."
42057	0.1139	"Fulton County, Pa."
5049	0.1224	"Fulton County, Ark."
17057	0.1397	"Fulton County, Ill."
18049	0.2027	"Fulton County, Ind."
21075	0.2069	"Fulton County, Ky."
31065	0.0465	"Furnas County, Neb."
12039	0.0586	"Gadsden County, Fla."
31067	0.0641	"Gage County, Neb."
48165	0.0389	"Gaines County, Texas"
51640	0.1564	"Galax city, Va."
30031	0.0456	"Gallatin County, Mont."
17059	0.0763	"Gallatin County, Ill."
21077	0.1493	"Gallatin County, Ky."
39053	0.116	"Gallia County, Ohio"
48167	0.0547	"Galveston County, Texas"
31069	0.067	"Garden County, Neb."
30033	0.0082	"Garfield County, Mont."
49017	0.0262	"Garfield County, Utah"
53023	0.033	"Garfield County, Wash."
31071	0.0548	"Garfield County, Neb."
8045	0.0705	"Garfield County, Colo."
40047	0.0831	"Garfield County, Okla."
5051	0.0953	"Garland County, Ark."
21079	0.3015	"Garrard County, Ky."
24023	0.1213	"Garrett County, Md."
40049	0.1903	"Garvin County, Okla."
48169	0.0576	"Garza County, Texas"
29073	0.1277	"Gasconade County, Mo."
37071	0.1499	"Gaston County, N.C."
37073	0.1962	"Gates County, N.C."
20061	0.0492	"Geary County, Kan."
39055	0.0599	"Geauga County, Ohio"
16045	0.1671	"Gem County, Idaho"
36037	0.0453	"Genesee County, N.Y."
26049	0.0683	"Genesee County, Mich."
1061	0.1871	"Geneva County, Ala."
29075	0.2322	"Gentry County, Mo."
28039	0.1899	"George County, Miss."
45043	0.1106	"Georgetown County, S.C."
18051	0.1603	"Gibson County, Ind."
47053	0.2157	"Gibson County, Tenn."
4007	0.0438	"Gila County, Ariz."
12041	0.0928	"Gilchrist County, Fla."
47055	0.1945	"Giles County, Tenn."
51071	0.3192	"Giles County, Va."
48171	0.0602	"Gillespie County, Texas"
41021	0.0317	"Gilliam County, Ore."
54021	0.0934	"Gilmer County, W.Va."
13123	0.171	"Gilmer County, Ga."
8047	0.0311	"Gilpin County, Colo."
30035	0.0086	"Glacier County, Mont."
12043	0.154	"Glades County, Fla."
26051	0.0805	"Gladwin County, Mich."
13125	0.1847	"Glascock County, Ga."
48173	0.0277	"Glasscock County, Texas"
6021	0.0752	"Glenn County, Calif."
34015	0.0342	"Gloucester County, N.J."
51073	0.1196	"Gloucester County, Va."
13127	0.0917	"Glynn County, Ga."
26053	0.1009	"Gogebic County, Mich."
38033	0.0425	"Golden Valley County, N.D."
30037	0.0908	"Golden Valley County, Mont."
48175	0.0544	"Goliad County, Texas"
48177	0.0269	"Gonzales County, Texas"
51075	0.0869	"Goochland County, Va."
27049	0.0456	"Goodhue County, Minn."
16047	0.0776	"Gooding County, Idaho"
13129	0.1998	"Gordon County, Ga."
56015	0.0593	"Goshen County, Wyo."
31073	0.0506	"Gosper County, Neb."
20063	0.0973	"Gove County, Kan."
13131	0.1372	"Grady County, Ga."
40051	0.1403	"Grady County, Okla."
33009	0.0686	"Grafton County, N.H."
4009	0.0364	"Graham County, Ariz."
20065	0.0772	"Graham County, Kan."
37075	0.0978	"Graham County, N.C."
47057	0.3144	"Grainger County, Tenn."
8049	0.0208	"Grand County, Colo."
49019	0.1031	"Grand County, Utah"
38035	0.052	"Grand Forks County, N.D."
50013	0.1148	"Grand Isle County, Vt."
26055	0.121	"Grand Traverse County, Mich."
30039	0.0702	"Granite County, Mont."
27051	0.0345	"Grant County, Minn."
53025	0.0351	"Grant County, Wash."
31075	0.037	"Grant County, Neb."
46051	0.0446	"Grant County, S.D."
40053	0.046	"Grant County, Okla."
38037	0.0461	"Grant County, N.D."
55043	0.0503	"Grant County, Wis."
41023	0.0545	"Grant County, Ore."
35017	0.0669	"Grant County, N.M."
20067	0.0762	"Grant County, Kan."
18053	0.1143	"Grant County, Ind."
54023	0.1334	"Grant County, W.Va."
5053	0.1412	"Grant County, Ark."
22043	0.1833	"Grant Parish, La."
21081	0.2166	"Grant County, Ky."
37077	0.1762	"Granville County, N.C."
26057	0.0828	"Gratiot County, Mich."
21083	0.1755	"Graves County, Ky."
20069	0.063	"Gray County, Kan."
48179	0.0834	"Gray County, Texas"
53027	0.0979	"Grays Harbor County, Wash."
48181	0.0903	"Grayson County, Texas"
51077	0.2181	"Grayson County, Va."
21085	0.22	"Grayson County, Ky."
20071	0.0491	"Greeley County, Kan."
31077	0.052	"Greeley County, Neb."
55045	0.0461	"Green County, Wis."
21087	0.2849	"Green County, Ky."
55047	0.0471	"Green Lake County, Wis."
54025	0.0997	"Greenbrier County, W.Va."
42059	0.062	"Greene County, Pa."
1063	0.0722	"Greene County, Ala."
19073	0.0767	"Greene County, Iowa"
37079	0.0917	"Greene County, N.C."
17061	0.123	"Greene County, Ill."
36039	0.1297	"Greene County, N.Y."
18055	0.1343	"Greene County, Ind."
5055	0.1528	"Greene County, Ark."
39057	0.1551	"Greene County, Ohio"
29077	0.1568	"Greene County, Mo."
13133	0.158	"Greene County, Ga."
28041	0.165	"Greene County, Miss."
51079	0.196	"Greene County, Va."
47059	0.2483	"Greene County, Tenn."
4011	0.0288	"Greenlee County, Ariz."
51081	0.0903	"Greensville County, Va."
21089	0.1529	"Greenup County, Ky."
45045	0.1069	"Greenville County, S.C."
20073	0.1346	"Greenwood County, Kan."
45047	0.1899	"Greenwood County, S.C."
40055	0.1073	"Greer County, Okla."
48183	0.094	"Gregg County, Texas"
46053	0.0371	"Gregory County, S.D."
28043	0.1133	"Grenada County, Miss."
38039	0.0158	"Griggs County, N.D."
48185	0.0686	"Grimes County, Texas"
17063	0.0444	"Grundy County, Ill."
19075	0.0664	"Grundy County, Iowa"
47061	0.1158	"Grundy County, Tenn."
29079	0.1843	"Grundy County, Mo."
35019	0.0324	"Guadalupe County, N.M."
48187	0.0569	"Guadalupe County, Texas"
39059	0.0989	"Guernsey County, Ohio"
37081	0.0754	"Guilford County, N.C."
12045	0.1211	"Gulf County, Fla."
8051	0.0345	"Gunnison County, Colo."
19077	0.0674	"Guthrie County, Iowa"
13135	0.061	"Gwinnett County, Ga."
46055	0.01	"Haakon County, S.D."
13137	0.1214	"Habersham County, Ga."
2100	0.0055	"Haines Borough, Alaska"
48189	0.0502	"Hale County, Texas"
1065	0.1145	"Hale County, Ala."
37083	0.1021	"Halifax County, N.C."
51083	0.2278	"Halifax County, Va."
31079	0.0406	"Hall County, Neb."
48191	0.0639	"Hall County, Texas"
13139	0.1273	"Hall County, Ga."
47063	0.3093	"Hamblen County, Tenn."
20075	0.0331	"Hamilton County, Kan."
31081	0.0398	"Hamilton County, Neb."
39061	0.0586	"Hamilton County, Ohio"
12047	0.0642	"Hamilton County, Fla."
19079	0.0677	"Hamilton County, Iowa"
36041	0.0767	"Hamilton County, N.Y."
17065	0.0891	"Hamilton County, Ill."
18057	0.0891	"Hamilton County, Ind."
47065	0.127	"Hamilton County, Tenn."
48193	0.1285	"Hamilton County, Texas"
46057	0.039	"Hamlin County, S.D."
25013	0.0292	"Hampden County, Mass."
25015	0.0338	"Hampshire County, Mass."
54027	0.0878	"Hampshire County, W.Va."
45049	0.1082	"Hampton County, S.C."
51650	0.0729	"Hampton city, Va."
19081	0.0475	"Hancock County, Iowa"
54029	0.0766	"Hancock County, W.Va."
13141	0.0783	"Hancock County, Ga."
18059	0.1208	"Hancock County, Ind."
28045	0.1276	"Hancock County, Miss."
39063	0.1401	"Hancock County, Ohio"
17067	0.1699	"Hancock County, Ill."
23009	0.1705	"Hancock County, Maine"
21091	0.2045	"Hancock County, Ky."
47067	0.4556	"Hancock County, Tenn."
46059	0.0664	"Hand County, S.D."
51085	0.1303	"Hanover County, Va."
48195	0.067	"Hansford County, Texas"
46061	0.0551	"Hanson County, S.D."
13143	0.3481	"Haralson County, Ga."
12049	0.1317	"Hardee County, Fla."
48197	0.0872	"Hardeman County, Texas"
47069	0.107	"Hardeman County, Tenn."
19083	0.0697	"Hardin County, Iowa"
17069	0.0708	"Hardin County, Ill."
48199	0.0774	"Hardin County, Texas"
39065	0.1403	"Hardin County, Ohio"
21093	0.1762	"Hardin County, Ky."
47071	0.184	"Hardin County, Tenn."
35021	0.0687	"Harding County, N.M."
46063	0.0689	"Harding County, S.D."
54031	0.1398	"Hardy County, W.Va."
24025	0.0577	"Harford County, Md."
31083	0.0477	"Harlan County, Neb."
21095	0.3138	"Harlan County, Ky."
40057	0.1197	"Harmon County, Okla."
37085	0.1118	"Harnett County, N.C."
41025	0.06	"Harney County, Ore."
20077	0.1146	"Harper County, Kan."
40059	0.2365	"Harper County, Okla."
48201	0.0418	"Harris County, Texas"
13145	0.1085	"Harris County, Ga."
39067	0.068	"Harrison County, Ohio"
19085	0.0832	"Harrison County, Iowa"
28047	0.0848	"Harrison County, Miss."
21097	0.1693	"Harrison County, Ky."
48203	0.1755	"Harrison County, Texas"
18061	0.1827	"Harrison County, Ind."
29081	0.2371	"Harrison County, Mo."
54033	0.2803	"Harrison County, W.Va."
51660	0.2037	"Harrisonburg city, Va."
13147	0.109	"Hart County, Ga."
21099	0.2177	"Hart County, Ky."
9003	0.0387	"Hartford County, Conn."
48205	0.0639	"Hartley County, Texas"
20079	0.0912	"Harvey County, Kan."
20081	0.0414	"Haskell County, Kan."
48207	0.0579	"Haskell County, Texas"
40061	0.0865	"Haskell County, Okla."
15001	0.0144	"Hawaii County, Hawaii"
47073	0.3857	"Hawkins County, Tenn."
31085	0.0419	"Hayes County, Neb."
48209	0.041	"Hays County, Texas"
47075	0.1008	"Haywood County, Tenn."
37087	0.3298	"Haywood County, N.C."
13149	0.126	"Heard County, Ga."
48211	0.0913	"Hemphill County, Texas"
5057	0.0803	"Hempstead County, Ark."
17071	0.0365	"Henderson County, Ill."
37089	0.1309	"Henderson County, N.C."
21101	0.1509	"Henderson County, Ky."
47077	0.1679	"Henderson County, Tenn."
48213	0.2153	"Henderson County, Texas"
18063	0.1029	"Hendricks County, Ind."
12051	0.2041	"Hendry County, Fla."
27053	0.0303	"Hennepin County, Minn."
51087	0.0658	"Henrico County, Va."
17073	0.0679	"Henry County, Ill."
39069	0.0921	"Henry County, Ohio"
19087	0.0943	"Henry County, Iowa"
13151	0.1219	"Henry County, Ga."
29083	0.1312	"Henry County, Mo."
18065	0.1596	"Henry County, Ind."
47079	0.2161	"Henry County, Tenn."
51089	0.2398	"Henry County, Va."
1067	0.2866	"Henry County, Ala."
21103	0.3436	"Henry County, Ky."
36043	0.0715	"Herkimer County, N.Y."
12053	0.1272	"Hernando County, Fla."
37091	0.0751	"Hertford County, N.C."
38041	0.0641	"Hettinger County, N.D."
47081	0.1907	"Hickman County, Tenn."
21105	0.2455	"Hickman County, Ky."
29085	0.1572	"Hickory County, Mo."
48215	0.0167	"Hidalgo County, Texas"
35023	0.079	"Hidalgo County, N.M."
51091	0.1692	"Highland County, Va."
39071	0.1718	"Highland County, Ohio"
12055	0.1088	"Highlands County, Fla."
30041	0.0551	"Hill County, Mont."
48217	0.0978	"Hill County, Texas"
33011	0.0424	"Hillsborough County, N.H."
12057	0.0781	"Hillsborough County, Fla."
26059	0.0901	"Hillsdale County, Mich."
28049	0.0568	"Hinds County, Miss."
8053	0.0276	"Hinsdale County, Colo."
31087	0.0475	"Hitchcock County, Neb."
39073	0.1338	"Hocking County, Ohio"
48219	0.1054	"Hockley County, Texas"
20083	0.0551	"Hodgeman County, Kan."
37093	0.1073	"Hoke County, N.C."
28051	0.0819	"Holmes County, Miss."
39075	0.1035	"Holmes County, Ohio"
12059	0.466	"Holmes County, Fla."
31089	0.0373	"Holt County, Neb."
29087	0.1557	"Holt County, Mo."
15003	0.0139	"Honolulu County, Hawaii"
48221	0.1268	"Hood County, Texas"
41027	0.0632	"Hood River County, Ore."
31091	0.0887	"Hooker County, Neb."
2105	0.0254	"Hoonah-Angoon Census Area, Alaska"
51670	0.1376	"Hopewell city, Va."
48223	0.181	"Hopkins County, Texas"
21107	0.2946	"Hopkins County, Ky."
45051	0.1388	"Horry County, S.C."
5059	0.1358	"Hot Spring County, Ark."
56017	0.0721	"Hot Springs County, Wyo."
26061	0.0637	"Houghton County, Mich."
27055	0.0579	"Houston County, Minn."
48225	0.0717	"Houston County, Texas"
13153	0.2019	"Houston County, Ga."
1069	0.2208	"Houston County, Ala."
47083	0.2209	"Houston County, Tenn."
31093	0.0429	"Howard County, Neb."
24027	0.0445	"Howard County, Md."
19089	0.0546	"Howard County, Iowa"
5061	0.0804	"Howard County, Ark."
48227	0.0898	"Howard County, Texas"
29089	0.0934	"Howard County, Mo."
18067	0.185	"Howard County, Ind."
29091	0.1556	"Howell County, Mo."
27057	0.0473	"Hubbard County, Minn."
34017	0.02	"Hudson County, N.J."
48229	0.0604	"Hudspeth County, Texas"
8055	0.0455	"Huerfano County, Colo."
46065	0.0334	"Hughes County, S.D."
40063	0.2401	"Hughes County, Okla."
6023	0.0423	"Humboldt County, Calif."
32013	0.053	"Humboldt County, Nev."
19091	0.0995	"Humboldt County, Iowa"
28053	0.1206	"Humphreys County, Miss."
47085	0.2337	"Humphreys County, Tenn."
48231	0.1078	"Hunt County, Texas"
34019	0.0349	"Hunterdon County, N.J."
42061	0.0778	"Huntingdon County, Pa."
18069	0.1341	"Huntington County, Ind."
26063	0.0576	"Huron County, Mich."
39077	0.094	"Huron County, Ohio"
46067	0.0352	"Hutchinson County, S.D."
48233	0.0846	"Hutchinson County, Texas"
46069	0.0281	"Hyde County, S.D."
37095	0.0759	"Hyde County, N.C."
22045	0.1642	"Iberia Parish, La."
22047	0.0683	"Iberville Parish, La."
19093	0.0618	"Ida County, Iowa"
16049	0.0605	"Idaho County, Idaho"
6025	0.0129	"Imperial County, Calif."
5063	0.1479	"Independence County, Ark."
12061	0.0801	"Indian River County, Fla."
42063	0.0499	"Indiana County, Pa."
26065	0.0518	"Ingham County, Mich."
6027	0.0383	"Inyo County, Calif."
26067	0.0736	"Ionia County, Mich."
26069	0.0749	"Iosco County, Mich."
55049	0.0429	"Iowa County, Wis."
19095	0.0532	"Iowa County, Iowa"
37097	0.1288	"Iredell County, N.C."
48235	0.0295	"Irion County, Texas"
55051	0.0412	"Iron County, Wis."
49021	0.0762	"Iron County, Utah"
26071	0.0886	"Iron County, Mich."
29093	0.1073	"Iron County, Mo."
17075	0.1691	"Iroquois County, Ill."
13155	0.2936	"Irwin County, Ga."
26073	0.0448	"Isabella County, Mich."
27059	0.0566	"Isanti County, Minn."
53029	0.0517	"Island County, Wash."
51093	0.1367	"Isle of Wight County, Va."
28055	0.1665	"Issaquena County, Miss."
27061	0.0725	"Itasca County, Minn."
28057	0.1757	"Itawamba County, Miss."
5065	0.0715	"Izard County, Ark."
48237	0.1039	"Jack County, Texas"
46071	0.0097	"Jackson County, S.D."
8057	0.031	"Jackson County, Colo."
48239	0.034	"Jackson County, Texas"
27063	0.0416	"Jackson County, Minn."
41029	0.0496	"Jackson County, Ore."
40065	0.0571	"Jackson County, Okla."
17077	0.0588	"Jackson County, Ill."
55053	0.071	"Jackson County, Wis."
19097	0.0747	"Jackson County, Iowa"
29095	0.084	"Jackson County, Mo."
22049	0.0856	"Jackson Parish, La."
26075	0.0883	"Jackson County, Mich."
20085	0.103	"Jackson County, Kan."
54035	0.1138	"Jackson County, W.Va."
28059	0.1259	"Jackson County, Miss."
39079	0.1363	"Jackson County, Ohio"
13157	0.1764	"Jackson County, Ga."
5067	0.1896	"Jackson County, Ark."
1071	0.2193	"Jackson County, Ala."
18071	0.2785	"Jackson County, Ind."
12063	0.293	"Jackson County, Fla."
37099	0.3397	"Jackson County, N.C."
47087	0.3881	"Jackson County, Tenn."
21109	0.5108	"Jackson County, Ky."
51095	0.0952	"James City County, Va."
45053	0.0642	"Jasper County, S.C."
18073	0.0723	"Jasper County, Ind."
19099	0.0776	"Jasper County, Iowa"
29097	0.0885	"Jasper County, Mo."
48241	0.0934	"Jasper County, Texas"
17079	0.0997	"Jasper County, Ill."
28061	0.1243	"Jasper County, Miss."
13159	0.1768	"Jasper County, Ga."
18075	0.1493	"Jay County, Ind."
48243	0.0473	"Jeff Davis County, Texas"
13161	0.119	"Jeff Davis County, Ga."
28063	0.0271	"Jefferson County, Miss."
48245	0.0374	"Jefferson County, Texas"
53031	0.0402	"Jefferson County, Wash."
8059	0.0482	"Jefferson County, Colo."
22051	0.0483	"Jefferson Parish, La."
36045	0.05	"Jefferson County, N.Y."
