location	population	id
3532031 Yongdam-myeon	8	3532031
3532032 Ancheon-myeon	10	3532032
3532033 Donghyang-myeon	22	3532033
3532034 Sangjeon-myeon	7	3532034
3532035 Baegun-myeon	26	3532035
3532036 Seongsu-myeon	22	3532036
3532037 Maryeong-myeon	31	3532037
3532038 Bugwi-myeon	18	3532038
3532039 Jeongcheon-myeon	7	3532039
3532040 Jucheon-myeon	26	3532040
35330 Muju-gun	262	35330
3533011 Muju-eup	91	3533011
3533031 Mupung-myeon	23	3533031
3533032 Seolcheon-myeon	63	3533032
3533033 Jeoksang-myeon	28	3533033
3533034 Anseong-myeon	41	3533034
3533035 Bunam-myeon	16	3533035
35340 Jangsu-gun	452	35340
3534011 Jangsu-eup	164	3534011
3534031 Sanseo-myeon	39	3534031
3534032 Beonam-myeon	27	3534032
3534033 Janggye-myeon	126	3534033
3534034 Cheoncheon-myeon	43	3534034
3534035 Gyenam-myeon	35	3534035
3534036 Gyebuk-myeon	18	3534036
35350 Imsil-gun	367	35350
3535011 Imsil-eup	104	3535011
3535031 Cheongung-myeon	13	3535031
3535032 Unam-myeon	15	3535032
3535033 Sinpyeong-myeon	29	3535033
3535034 Seongsu-myeon	21	3535034
3535035 Osu-myeon	72	3535035
3535036 Sindeok-myeon	20	3535036
3535037 Samgye-myeon	16	3535037
3535038 Gwanchon-myeon	30	3535038
3535039 Gangjin-myeon	12	3535039
3535040 Deokchi-myeon	11	3535040
3535041 Jisa-myeon	24	3535041
35360 Sunchang-gun	398	35360
3536011 Sunchang-eup	131	3536011
3536031 Ingye-myeon	34	3536031
3536032 Donggye-myeon	22	3536032
3536033 Jeokseong-myeon	9	3536033
3536034 Yudeung-myeon	39	3536034
3536035 Pungsan-myeon	46	3536035
3536036 Geumgwa-myeon	25	3536036
3536037 Paldeok-myeon	15	3536037
3536038 Bokheung-myeon	28	3536038
3536039 Ssangchi-myeon	31	3536039
3536040 Gurim-myeon	18	3536040
35370 Gochang-gun	1044	35370
3537011 Gochang-eup	281	3537011
3537031 Gosu-myeon	71	3537031
3537032 Asan-myeon	131	3537032
3537033 Mujang-myeon	79	3537033
3537034 Gongeum-myeon	45	3537034
3537035 Sangha-myeon	31	3537035
3537036 Haeri-myeon	41	3537036
3537037 Seongsong-myeon	52	3537037
3537038 Daesan-myeon	92	3537038
3537039 Simwon-myeon	51	3537039
3537040 Heungdeok-myeon	79	3537040
3537041 Seongnae-myeon	24	3537041
3537042 Sillim-myeon	43	3537042
3537043 Buan-myeon	24	3537043
35380 Buan-gun	952	35380
3538011 Buan-eup	172	3538011
3538031 Jusan-myeon	207	3538031
3538032 Dongjin-myeon	46	3538032
3538033 Haengan-myeon	44	3538033
3538034 Gyehwa-myeon	53	3538034
3538035 Boan-myeon	69	3538035
3538036 Byeonsan-myeon	85	3538036
3538037 Jinseo-myeon	28	3538037
3538038 Baeksan-myeon	24	3538038
3538039 Sangseo-myeon	50	3538039
3538040 Haseo-myeon	44	3538040
3538041 Julpo-myeon	109	3538041
3538042 Wido-myeon	21	3538042
36 Jeollanam-do	34611	36
36004 Total for eups	12042	36004
36005 Total for myeons	13358	36005
36003 Total for dongs	9211	36003
36010 Mokpo-si	3196	36010
3601051 Yongdang 1(il)-dong	135	3601051
3601052 Yongdang 2(i)-dong	86	3601052
3601053 Yeon-dong	88	3601053
3601055 Sanjeong-dong	98	3601055
3601056 Yeonsan-dong	109	3601056
3601057 Wonsan-dong	188	3601057
3601058 Daeseong-dong	33	3601058
3601060 Mokwon-dong	118	3601060
3601062 Dongmyeong-dong	206	3601062
3601063 Samhak-dong	150	3601063
3601064 Manho-dong	67	3601064
3601065 Yudal-dong	133	3601065
3601067 Jukgyo-dong	34	3601067
3601068 Bukhang-dong	132	3601068
3601069 Yonghae-dong	187	3601069
3601070 Iro-dong	121	3601070
3601071 Sang-dong	195	3601071
3601072 Hadang-dong	337	3601072
3601073 Sinheung-dong	237	3601073
3601074 Samhyang-dong	61	3601074
3601075 Ogam-dong	103	3601075
3601076 Buheung-dong	185	3601076
3601077 Buju-dong	193	3601077
36020 Yeosu-si	4409	36020
3602011 Dolsan-eup	655	3602011
3602031 Sora-myeon	131	3602031
3602032 Yulchon-myeon	251	3602032
3602033 Hwayang-myeon	249	3602033
3602034 Nam-myeon	88	3602034
3602035 Hwajeong-myeon	62	3602035
3602036 Samsan-myeon	85	3602036
3602051 Dongmun-dong	65	3602051
3602052 Hallyeo-dong	31	3602052
3602053 Jungang-dong	109	3602053
3602054 Chungmu-dong	50	3602054
3602055 Gwangnim-dong	65	3602055
3602056 Seogang-dong	42	3602056
3602057 Daegyo-dong	307	3602057
3602058 Guk-dong	364	3602058
3602059 Wolho-dong	275	3602059
3602060 Yeoseo-dong	171	3602060
3602061 Munsu-dong	240	3602061
3602062 Mipyeong-dong	98	3602062
3602063 Dundeok-dong	92	3602063
3602064 Mandeok-dong	220	3602064
3602065 Ssangbong-dong	223	3602065
3602066 Sijeon-dong	146	3602066
3602067 Yeocheon-dong	172	3602067
3602068 Jusam-dong	73	3602068
3602069 Samil-dong	136	3602069
3602070 Myodo-dong	9	3602070
36030 Suncheon-si	2007	36030
3603011 Seungju-eup	38	3603011
3603031 Juam-myeon	75	3603031
3603032 Songgwang-myeon	12	3603032
3603033 Oeseo-myeon	12	3603033
3603034 Nagan-myeon	54	3603034
3603035 Byeollyang-myeon	71	3603035
3603036 Sangsa-myeon	22	3603036
3603037 Haeryong-myeon	279	3603037
3603038 Seo-myeon	162	3603038
3603039 Hwangjeon-myeon	36	3603039
3603040 Woldeung-myeon	27	3603040
3603051 Hyang-dong	20	3603051
3603054 Maegok-dong	171	3603054
3603055 Samsan-dong	125	3603055
3603056 Jogok-dong	20	3603056
3603057 Deogyeon-dong	199	3603057
3603058 Pungdeok-dong	47	3603058
3603059 Namje-dong	107	3603059
3603060 Jeojeon-dong	17	3603060
3603061 Jangcheon-dong	23	3603061
3603062 Jungang-dong	22	3603062
3603063 Dosa-dong	101	3603063
3603066 Wangjo 1(il)dong	295	3603066
3603067 Wangjo 2(i)dong	72	3603067
36040 Naju-si	2495	36040
3604011 Nampyeong-eup	161	3604011
3604031 Seji-myeon	54	3604031
3604032 Wanggok-myeon	58	3604032
3604033 Bannam-myeon	37	3604033
3604034 Gongsan-myeon	38	3604034
3604035 Donggang-myeon	61	3604035
3604036 Dasi-myeon	94	3604036
3604037 Munpyeong-myeon	119	3604037
3604038 Noan-myeon	386	3604038
3604039 Geumcheon-myeon	102	3604039
3604040 Sanpo-myeon	154	3604040
3604041 Dado-myeon	25	3604041
3604042 Bonghwang-myeon	103	3604042
3604051 Songwol-dong	82	3604051
3604052 Yeonggang-dong	80	3604052
3604054 Geumnam-dong	63	3604054
3604055 Seongbuk-dong	464	3604055
3604058 Yeongsan-dong	112	3604058
3604060 Ichang-dong	257	3604060
3604061 Bitgaram-dong	45	3604061
36060 Gwangyang-si	1703	36060
3606011 Gwangyang-eup	725	3606011
3606031 Bonggang-myeon	39	3606031
3606032 Ongnyong-myeon	19	3606032
3606033 Okgok-myeon	26	3606033
3606034 Jinsang-myeon	23	3606034
3606035 Jinwol-myeon	44	3606035
3606036 Daap-myeon	22	3606036
3606051 Golyak-dong	39	3606051
3606053 Jungma-dong	541	3606053
3606054 Gwangyeong-dong	106	3606054
3606055 Taein-dong	66	3606055
3606056 Geumho-dong	53	3606056
36310 Damyang-gun	1102	36310
3631011 Damyang-eup	191	3631011
3631031 Bongsan-myeon	127	3631031
3631032 Goseo-myeon	77	3631032
3631033 Nam-myeon	23	3631033
3631034 Changpyeong-myeon	91	3631034
3631035 Daedeok-myeon	7	3631035
3631036 Mujeong-myeon	117	3631036
3631037 Geumseong-myeon	190	3631037
3631038 Yong-myeon	21	3631038
3631039 Wolsan-myeon	74	3631039
3631040 Subuk-myeon	94	3631040
3631041 Daejeon-myeon	90	3631041
36320 Gokseong-gun	466	36320
3632011 Gokseong-eup	68	3632011
3632031 Ogok-myeon	19	3632031
3632032 Samgi-myeon	32	3632032
3632033 Seokgok-myeon	115	3632033
3632034 Moksadong-myeon	6	3632034
3632035 Jukgok-myeon	8	3632035
3632036 Godal-myeon	16	3632036
3632037 Okgwa-myeon	84	3632037
3632038 Ip-myeon	31	3632038
3632039 Gyeom-myeon	63	3632039
3632040 Osan-myeon	24	3632040
36330 Gurye-gun	256	36330
3633011 Gurye-eup	81	3633011
3633031 Muncheok-myeon	9	3633031
3633032 Ganjeon-myeon	46	3633032
3633033 Toji-myeon	21	3633033
3633034 Masan-myeon	20	3633034
3633035 Gwangui-myeon	28	3633035
3633036 Yongbang-myeon	22	3633036
3633037 Sandong-myeon	29	3633037
36350 Goheung-gun	926	36350
3635011 Goheung-eup	68	3635011
3635012 Doyang-eup	219	3635012
3635031 Pungyang-myeon	46	3635031
3635032 Dodeok-myeon	77	3635032
3635033 Geumsan-myeon	56	3635033
3635034 Dohwa-myeon	119	3635034
3635035 Podu-myeon	64	3635035
3635036 Bongnae-myeon	42	3635036
3635037 Dongil-myeon	45	3635037
3635038 Jeomam-myeon	23	3635038
3635039 Yeongnam-myeon	7	3635039
3635040 Gwayeok-myeon	18	3635040
3635041 Namyang-myeon	31	3635041
3635042 Donggang-myeon	66	3635042
3635043 Daeseo-myeon	25	3635043
3635044 Duwon-myeon	20	3635044
36360 Boseong-gun	470	36360
3636011 Boseong-eup	99	3636011
3636012 Beolgyo-eup	149	3636012
3636031 Nodong-myeon	10	3636031
3636032 Miryeok-myeon	47	3636032
3636033 Gyeombaek-myeon	12	3636033
3636034 Yureo-myeon	14	3636034
3636035 Bongnae-myeon	27	3636035
3636036 Mundeok-myeon	9	3636036
3636037 Joseong-myeon	57	3636037
3636038 Deungnyang-myeon	22	3636038
3636039 Hoecheon-myeon	24	3636039
3636040 Ungchi-myeon		3636040
36370 Hwasun-gun	1013	36370
3637011 Hwasun-eup	464	3637011
3637031 Hancheon-myeon	32	3637031
3637032 Chunyang-myeon	22	3637032
3637033 Cheongpung-myeon	11	3637033
3637034 Iyang-myeon	60	3637034
3637035 Neungju-myeon	51	3637035
3637036 Dogok-myeon	156	3637036
3637037 Doam-myeon	14	3637037
3637038 Iseo-myeon	7	3637038
3637039 Buk-myeon	25	3637039
3637040 Dongbok-myeon	63	3637040
3637041 Nam-myeon	22	3637041
3637042 Dong-myeon	86	3637042
36380 Jangheung-gun	564	36380
3638011 Jangheung-eup	222	3638011
3638012 Gwansan-eup	72	3638012
3638013 Daedeok-eup	46	3638013
3638031 Yongsan-myeon	33	3638031
3638032 Anyang-myeon	55	3638032
3638033 Jangdong-myeon	12	3638033
3638034 Jangpyeong-myeon	51	3638034
3638035 Yuchi-myeon	21	3638035
3638036 Busan-myeon	21	3638036
3638037 Hoejin-myeon	31	3638037
36390 Gangjin-gun	457	36390
3639011 Gangjin-eup	138	3639011
3639031 Gundong-myeon	48	3639031
3639032 Chillyang-myeon	36	3639032
3639033 Daegu-myeon	15	3639033
3639034 Maryang-myeon	44	3639034
3639035 Doam-myeon	48	3639035
3639036 Sinjeon-myeon	35	3639036
3639037 Seongjeon-myeon	36	3639037
3639038 Jakcheon-myeon	25	3639038
3639039 Byeongyeong-myeon	16	3639039
3639040 Omcheon-myeon	16	3639040
36400 Haenam-gun	1510	36400
3640011 Haenam-eup	218	3640011
3640031 Samsan-myeon	21	3640031
3640032 Hwasan-myeon	79	3640032
3640033 Hyeonsan-myeon	49	3640033
3640034 Songji-myeon	168	3640034
3640035 Bukpyeong-myeon	64	3640035
3640036 Bugil-myeon	12	3640036
3640037 Okcheon-myeon	49	3640037
3640038 Gyegok-myeon	30	3640038
3640039 Masan-myeon	78	3640039
3640040 Hwangsan-myeon	106	3640040
3640041 Sani-myeon	104	3640041
3640042 Munnae-myeon	132	3640042
3640043 Hwawon-myeon	400	3640043
36410 Yeongam-gun	6258	36410
3641011 Yeongam-eup	127	3641011
3641012 Samho-eup	5674	3641012
3641031 Deokjin-myeon	28	3641031
3641032 Geumjeong-myeon	12	3641032
3641033 Sinbuk-myeon	68	3641033
3641034 Sijong-myeon	55	3641034
3641035 Dopo-myeon	41	3641035
3641036 Gunseo-myeon	123	3641036
3641037 Seoho-myeon	25	3641037
3641038 Haksan-myeon	66	3641038
3641039 Miam-myeon	39	3641039
36420 Muan-gun	1748	36420
3642011 Muan-eup	413	3642011
3642012 Illo-eup	146	3642012
3642013 Samhyang-eup	261	3642013
3642032 Mongtan-myeon	37	3642032
3642033 Cheonggye-myeon	470	3642033
3642034 Hyeongyeong-myeon	171	3642034
3642035 Mangun-myeon	31	3642035
3642036 Haeje-myeon	64	3642036
3642037 Unnam-myeon	155	3642037
36430 Hampyeong-gun	682	36430
3643011 Hampyeong-eup	96	3643011
3643031 Sonbul-myeon	39	3643031
3643032 Singwang-myeon	28	3643032
3643033 Hakgyo-myeon	154	3643033
3643034 Eomda-myeon	37	3643034
3643035 Daedong-myeon	20	3643035
3643036 Nasan-myeon	42	3643036
3643037 Haebo-myeon	81	3643037
3643038 Worya-myeon	185	3643038
36440 Yeonggwang-gun	834	36440
3644011 Yeonggwang-eup	226	3644011
3644012 Baeksu-eup	68	3644012
3644013 Hongnong-eup	112	3644013
3644031 Daema-myeon	22	3644031
3644032 Myoryang-myeon	39	3644032
3644033 Bulgap-myeon	16	3644033
3644034 Gunseo-myeon	87	3644034
3644035 Gunnam-myeon	20	3644035
3644036 Yeomsan-myeon	81	3644036
3644037 Beopseong-myeon	155	3644037
3644038 Nagwol-myeon	8	3644038
36450 Jangseong-gun	1266	36450
3645011 Jangseong-eup	217	3645011
3645031 Jinwon-myeon	35	3645031
3645032 Nam-myeon	36	3645032
3645033 Donghwa-myeon	339	3645033
3645034 Samseo-myeon	57	3645034
3645035 Samgye-myeon	146	3645035
3645036 Hwangnyong-myeon	251	3645036
3645037 Seosam-myeon	26	3645037
3645038 Bugil-myeon	51	3645038
3645039 Bugi-myeon	85	3645039
3645040 Bukha-myeon	23	3645040
36460 Wando-gun	1508	36460
3646011 Wando-eup	323	3646011
3646012 Geumil-eup	161	3646012
3646013 Nohwa-eup	190	3646013
3646031 Gunoe-myeon	89	3646031
3646032 Sinji-myeon	137	3646032
3646033 Gogeum-myeon	271	3646033
3646034 Yaksan-myeon	85	3646034
3646035 Cheongsan-myeon	19	3646035
3646036 Soan-myeon	96	3646036
3646037 Geumdang-myeon	34	3646037
3646038 Bogil-myeon	82	3646038
3646039 Saengil-myeon	21	3646039
36470 Jindo-gun	924	36470
3647011 Jindo-eup	113	3647011
3647031 Gunnae-myeon	61	3647031
3647032 Gogun-myeon	268	3647032
3647033 Uisin-myeon	233	3647033
3647034 Imhoe-myeon	147	3647034
3647035 Jisan-myeon	41	3647035
3647036 Jodo-myeon	61	3647036
36480 Sinan-gun	817	36480
3648011 Jido-eup	129	3648011
3648012 Aphae-eup	172	3648012
3648031 Jeungdo-myeon	18	3648031
3648032 Imja-myeon	46	3648032
3648033 Jaeun-myeon	38	3648033
3648034 Bigeum-myeon	36	3648034
3648035 Docho-myeon	18	3648035
3648036 Heuksan-myeon	140	3648036
3648037 Haui-myeon	27	3648037
3648038 Sinui-myeon	48	3648038
3648039 Jangsan-myeon	40	3648039
3648040 Anjwa-myeon	66	3648040
3648041 Palgeum-myeon	10	3648041
3648042 Amtae-myeon	29	3648042
37 Gyeongsangbuk-do	57565	37
37004 Total for eups	18153	37004
37005 Total for myeons	19706	37005
37003 Total for dongs	19706	37003
37010 Pohang-si	5859	37010
37011 Nam-gu	3500	37011
3701111 Guryongpo-eup	784	3701111
3701112 Yeonil-eup	251	3701112
3701113 Ocheon-eup	582	3701113
3701131 Daesong-myeon	275	3701131
3701132 Donghae-myeon	106	3701132
3701133 Janggi-myeon	194	3701133
3701135 Homigot-myeon	98	3701135
3701155 Songdo-dong	98	3701155
3701156 Cheongnim-dong	54	3701156
3701157 Jecheol-dong	93	3701157
3701158 Hyogok-dong	439	3701158
3701159 Daei-dong	177	3701159
3701160 Sangdae-dong	215	3701160
3701161 Haedo-dong	134	3701161
37012 Buk-gu	2359	37012
3701211 Heunghae-eup	690	3701211
3701231 Singwang-myeon	20	3701231
3701232 Cheongha-myeon	128	3701232
3701233 Songna-myeon	62	3701233
3701234 Gigye-myeon	68	3701234
3701235 Jukjang-myeon	23	3701235
3701236 Gibuk-myeon	38	3701236
3701258 Yanghak-dong	71	3701258
3701261 Yongheung-dong	116	3701261
3701263 Uchang-dong	105	3701263
3701264 Duho-dong	139	3701264
3701265 Jangnyang-dong	437	3701265
3701266 Hwanyeo-dong	63	3701266
3701267 Jungang-dong	224	3701267
3701268 Jukdo-dong	175	3701268
37020 Gyeongju-si	11118	37020
3702011 Gampo-eup	524	3702011
3702012 Angang-eup	365	3702012
3702013 Geoncheon-eup	198	3702013
3702014 Oedong-eup	3908	3702014
3702031 Yangbuk-myeon	135	3702031
3702032 Yangnam-myeon	65	3702032
3702033 Naenam-myeon	362	3702033
3702034 Sannae-myeon	40	3702034
3702035 Seo-myeon	132	3702035
3702036 Hyeongok-myeon	225	3702036
3702037 Gangdong-myeon	295	3702037
3702038 Cheonbuk-myeon	495	3702038
3702051 Jungbu-dong	353	3702051
3702055 Seonggeon-dong	2392	3702055
3702058 Wolseong-dong	51	3702058
3702059 Seondo-dong	232	3702059
3702062 Yonggang-dong	183	3702062
3702063 Hwangseong-dong	172	3702063
3702064 Dongcheon-dong	440	3702064
3702066 Bulguk-dong	184	3702066
3702067 Bodeok-dong	68	3702067
3702068 Hwango-dong	202	3702068
3702069 Hwangnam-dong	97	3702069
37030 Gimcheon-si	2167	37030
3703011 Apo-eup	161	3703011
3703031 Nongso-myeon	57	3703031
3703032 Nam-myeon	74	3703032
3703033 Gaeryeong-myeon	82	3703033
3703034 Gammun-myeon	97	3703034
3703035 Eomo-myeon	77	3703035
3703036 Bongsan-myeon	75	3703036
3703037 Daehang-myeon	24	3703037
3703038 Gamcheon-myeon	47	3703038
3703039 Joma-myeon	95	3703039
3703040 Guseong-myeon	24	3703040
3703041 Jirye-myeon	75	3703041
3703042 Buhang-myeon	12	3703042
3703043 Daedeok-myeon	12	3703043
3703044 Jeungsan-myeon	7	3703044
3703055 Yanggeum-dong	44	3703055
3703056 Daesin-dong	760	3703056
3703058 Daegok-dong	134	3703058
3703059 Jijwa-dong	83	3703059
3703060 Jasan-dong	103	3703060
3703061 Pyeonghwanamsan-dong	93	3703061
3703062 Yulgok-dong	31	3703062
37040 Andong-si	1500	37040
3704011 Pungsan-eup	97	3704011
3704031 Waryong-myeon	41	3704031
3704032 Bukhu-myeon	42	3704032
3704033 Seohu-myeon	46	3704033
3704034 Pungcheon-myeon	53	3704034
3704035 Iljik-myeon	70	3704035
3704036 Namhu-myeon	69	3704036
3704037 Namseon-myeon	19	3704037
3704038 Imha-myeon	61	3704038
3704039 Giran-myeon	38	3704039
3704040 Imdong-myeon	33	3704040
3704041 Yean-myeon	16	3704041
3704042 Dosan-myeon	12	3704042
3704043 Nokjeon-myeon	35	3704043
3704051 Junggu-dong	48	3704051
3704052 Myeongnyun-dong	13	3704052
3704054 Yongsang-dong	351	3704054
3704056 Taehwa-dong	75	3704056
3704058 Pyeonghwa-dong	24	3704058
3704059 Angi-dong	30	3704059
3704060 Ok-dong	125	3704060
3704061 Songha-dong	85	3704061
3704062 Seogu-dong	54	3704062
3704063 Gangnam-dong	63	3704063
37050 Gumi-si	6965	37050
3705011 Seonsan-eup	154	3705011
3705012 Goa-eup	349	3705012
3705031 Mueul-myeon	33	3705031
3705032 Okseong-myeon	46	3705032
3705033 Dogae-myeon	103	3705033
3705034 Haepyeong-myeon	91	3705034
3705035 Sandong-myeon	627	3705035
3705036 Jangcheon-myeon	242	3705036
3705051 Songjeong-dong	103	3705051
3705052 Wonpyeong 1(il)-dong	70	3705052
3705053 Wonpyeong 2(i)-dong	30	3705053
3705055 Doryang-dong	137	3705055
3705056 Jisan-dong	41	3705056
3705057 Seonjuwonnam-dong	411	3705057
3705059 Hyeonggok 1(il)-dong	79	3705059
3705060 Hyeonggok 2(i)-dong	79	3705060
3705061 Sinpyeong 1(il)-dong	96	3705061
3705062 Sinpyeong 2(i)-dong	85	3705062
3705063 Bisan-dong	76	3705063
3705064 Gongdan 1(il)-dong	293	3705064
3705065 Gongdan 2(i)-dong	921	3705065
3705066 Gwangpyeong-dong	32	3705066
3705067 Sangmosagok-dong	619	3705067
3705069 Imo-dong	186	3705069
3705070 Indong-dong	730	3705070
3705071 Jinmi-dong	584	3705071
3705072 Yangpo-dong	748	3705072
37060 Yeongju-si	939	37060
3706011 Punggi-eup	291	3706011
3706031 Isan-myeon	25	3706031
3706032 Pyeongeun-myeon	17	3706032
3706033 Munsu-myeon	36	3706033
3706034 Jangsu-myeon	70	3706034
3706035 Anjeong-myeon	30	3706035
3706036 Bonghyeon-myeon	19	3706036
3706037 Sunheung-myeon	6	3706037
3706038 Dansan-myeon	5	3706038
3706039 Buseok-myeon	20	3706039
3706051 Sangmang-dong	55	3706051
3706053 Hamang-dong	39	3706053
3706055 Yeongju 1(il)-dong	21	3706055
3706058 Yeongju 2(i)-dong	24	3706058
3706059 Hyucheon 1(il)-dong	39	3706059
3706060 Hyucheon 2(i)-dong	40	3706060
3706061 Hyucheon 3(sam)-dong	49	3706061
3706062 Gaheung 1(il)-dong	97	3706062
3706063 Gaheung 2(i)-dong	56	3706063
37070 Yeongcheon-si	3455	37070
3707011 Geumho-eup	566	3707011
3707031 Cheongtong-myeon	201	3707031
3707032 Sinnyeong-myeon	161	3707032
3707033 Hwasan-myeon	81	3707033
3707034 Hwabuk-myeon	18	3707034
3707035 Hwanam-myeon	38	3707035
3707036 Jayang-myeon	9	3707036
3707037 Imgo-myeon	141	3707037
3707038 Gogyeong-myeon	233	3707038
3707039 Bugan-myeon	230	3707039
3707040 Daechang-myeon	450	3707040
3707051 Dongbu-dong	535	3707051
3707052 Jungang-dong	100	3707052
3707053 Seobu-dong	105	3707053
3707054 Wansan-dong	72	3707054
3707055 Nambu-dong	515	3707055
37080 Sangju-si	1023	37080
3708011 Hamchang-eup	53	3708011
3708031 Sabeol-myeon	22	3708031
3708032 Jungdong-myeon	15	3708032
3708033 Nakdong-myeon	38	3708033
3708034 Cheongni-myeon	29	3708034
3708035 Gongseong-myeon	76	3708035
3708036 Oenam-myeon	13	3708036
3708037 Naeseo-myeon	25	3708037
3708038 Modong-myeon	47	3708038
3708039 Moseo-myeon	55	3708039
3708040 Hwadong-myeon	59	3708040
3708041 Hwaseo-myeon	59	3708041
3708042 Hwabuk-myeon	5	3708042
3708043 Oeseo-myeon	24	3708043
3708044 Euncheok-myeon	14	3708044
3708045 Gonggeom-myeon	21	3708045
3708046 Ian-myeon	20	3708046
3708047 Hwanam-myeon	15	3708047
3708052 Namwon-dong	76	3708052
3708053 Bungmun-dong	79	3708053
3708054 Gyerim-dong	45	3708054
3708055 Dongmun-dong	116	3708055
3708056 Dongseong-dong	34	3708056
3708057 Sinheung-dong	83	3708057
37090 Mungyeong-si	759	37090
3709011 Mungyeong-eup	68	3709011
3709012 Gaeun-eup	41	3709012
3709031 Yeongsun-myeon	46	3709031
3709032 Sanyang-myeon	58	3709032
3709033 Hogye-myeon	27	3709033
3709034 Sanbuk-myeon	29	3709034
3709035 Dongno-myeon	29	3709035
3709036 Maseong-myeon	96	3709036
3709037 Nongam-myeon	34	3709037
3709057 Jeomchon 1(il)-dong	34	3709057
3709058 Jeomchon 2(i)-dong	72	3709058
3709059 Jeomchon 3(sam)-dong	86	3709059
3709060 Jeomchon 4(sa)-dong	65	3709060
3709061 Jeomchon 5(o)-dong	74	3709061
37100 Gyeongsan-si	8472	37100
3710011 Hayang-eup	876	3710011
3710012 Jillyang-eup	2691	3710012
3710031 Wachon-myeon	340	3710031
3710032 Jain-myeon	643	3710032
3710033 Yongseong-myeon	51	3710033
3710034 Namsan-myeon	265	3710034
3710035 Amnyang-myeon	608	3710035
3710036 Namcheon-myeon	153	3710036
3710051 Jungang-dong	56	3710051
3710052 Dongbu-dong	1173	3710052
3710053 Seobu 1(il)-dong	206	3710053
3710054 Nambu-dong	138	3710054
3710055 Bukbu-dong	1091	3710055
3710056 Jungbang-dong	93	3710056
3710057 Seobu 2(i)-dong	88	3710057
37310 Gunwi-gun	683	37310
3731011 Gunwi-eup	325	3731011
3731031 Sobo-myeon	25	3731031
3731032 Hyoryeong-myeon	244	3731032
3731033 Bugye-myeon	26	3731033
3731034 Ubo-myeon	17	3731034
3731035 Uiheung-myeon	22	3731035
3731036 Sanseong-myeon	14	3731036
3731037 Goro-myeon	10	3731037
37320 Uiseong-gun	906	37320
3732011 Uiseong-eup	196	3732011
3732031 Danchon-myeon	159	3732031
3732032 Jeomgok-myeon	8	3732032
3732033 Oksan-myeon	31	3732033
3732034 Sagok-myeon	24	3732034
3732035 Chunsan-myeon	18	3732035
3732036 Gaeum-myeon	14	3732036
3732037 Geumseong-myeon	45	3732037
3732038 Bongyang-myeon	122	3732038
3732039 Bian-myeon	12	3732039
3732040 Gucheon-myeon	19	3732040
3732041 Danmil-myeon	55	3732041
3732042 Danbuk-myeon	24	3732042
3732043 Angye-myeon	86	3732043
3732044 Dain-myeon	51	3732044
3732045 Sinpyeong-myeon	13	3732045
3732046 Anpyeong-myeon	24	3732046
3732047 Ansa-myeon	5	3732047
37330 Cheongsong-gun	330	37330
3733011 Cheongsong-eup	42	3733011
3733031 Budong-myeon	22	3733031
3733032 Bunam-myeon	32	3733032
3733033 Hyeondong-myeon	10	3733033
3733034 Hyeonseo-myeon	7	3733034
3733035 Andeok-myeon	43	3733035
3733036 Pacheon-myeon	16	3733036
3733037 Jinbo-myeon	158	3733037
37340 Yeongyang-gun	230	37340
3734011 Yeongyang-eup	80	3734011
3734031 Ibam-myeon	29	3734031
3734032 Cheonggi-myeon	22	3734032
3734033 Irwol-myeon	16	3734033
3734034 Subi-myeon	35	3734034
3734035 Seokbo-myeon	48	3734035
37350 Yeongdeok-gun	864	37350
3735011 Yeongdeok-eup	115	3735011
3735031 Ganggu-myeon	257	3735031
3735032 Namjeong-myeon	87	3735032
3735033 Dalsan-myeon	49	3735033
3735034 Jipum-myeon	35	3735034
3735035 Chuksan-myeon	167	3735035
3735036 Yeonghae-myeon	81	3735036
3735037 Byeonggok-myeon	57	3735037
3735038 Changsu-myeon	16	3735038
37360 Cheongdo-gun	1053	37360
3736011 Hwayang-eup	76	3736011
3736012 Cheongdo-eup	189	3736012
3736031 Gangnam-myeon	43	3736031
3736032 Punggak-myeon	392	3736032
3736033 Gakbuk-myeon	18	3736033
3736034 Iseo-myeon	201	3736034
3736035 Unmun-myeon	10	3736035
3736036 Geumcheon-myeon	96	3736036
3736037 Maejeon-myeon	28	3736037
37370 Goryeong-gun	2188	37370
3737012 Goryeong-eup	280	3737012
3737031 Deokgok-myeon	28	3737031
3737032 Unsu-myeon	29	3737032
3737033 Seongsan-myeon	234	3737033
3737034 Dasan-myeon	1064	3737034
3737035 Gaejin-myeon	269	3737035
3737036 Ugok-myeon	36	3737036
3737037 Ssangnim-myeon	248	3737037
37380 Seongju-gun	1816	37380
3738011 Seongju-eup	467	3738011
3738031 Seonnam-myeon	642	3738031
3738032 Yongam-myeon	148	3738032
3738033 Suryun-myeon	43	3738033
3738034 Gacheon-myeon	17	3738034
3738035 Geumsu-myeon	9	3738035
3738036 Daega-myeon	30	3738036
3738037 Byeokjin-myeon	69	3738037
3738038 Chojeon-myeon	82	3738038
3738039 Wolhang-myeon	309	3738039
37390 Chilgok-gun	4893	37390
3739011 Waegwan-eup	2035	3739011
3739012 Buksam-eup	401	3739012
3739013 Seokjeok-eup	771	3739013
3739031 Jicheon-myeon	388	3739031
3739032 Dongmyeong-myeon	88	3739032
3739033 Gasan-myeon	442	3739033
