place_original	pop	id	id2	place	
2231032 Habin-myeon	4162	2231032	2231032	Habin-myeon	
2301057 Yulmok-dong	4156	2301057	2301057	Yulmok-dong	
3304133 Gadeok-myeon	4149	3304133	3304133	Gadeok-myeon	
3736032 Punggak-myeon	4149	3736032	3736032	Punggak-myeon	
3707031 Cheongtong-myeon	4148	3707031	3707031	Cheongtong-myeon	
3437039 Sinam-myeon	4147	3437039	3437039	Sinam-myeon	
3811360 Seongho-dong	4146	3811360	3811360	Seongho-dong	
3404031 Songak-myeon	4140	3404031	3404031	Songak-myeon	
3603051 Hyang-dong	4139	3603051	3603051	Hyang-dong	
3639031 Gundong-myeon	4139	3639031	3639031	Gundong-myeon	
3708033 Nakdong-myeon	4138	3708033	3708033	Nakdong-myeon	
3304135 Munui-myeon	4134	3304135	3304135	Munui-myeon	
3436039 Guhang-myeon	4133	3436039	3436039	Guhang-myeon	
3201052 Gyo-dong	4125	3201052	3201052	Gyo-dong	
3708035 Gongseong-myeon	4122	3708035	3708035	Gongseong-myeon	
3406034 Sangwol-myeon	4118	3406034	3406034	Sangwol-myeon	
2301060 Bukseong-dong	4116	2301060	2301060	Bukseong-dong	
3739037 Gisan-myeon	4116	3739037	3739037	Gisan-myeon	
3710034 Namsan-myeon	4107	3710034	3710034	Namsan-myeon	
3702031 Yangbuk-myeon	4106	3702031	3702031	Yangbuk-myeon	
2901038 Jeondong-myeon	4101	2901038	2901038	Jeondong-myeon	
3707037 Imgo-myeon	4100	3707037	3707037	Imgo-myeon	
2301063 Yongyu-dong	4090	2301063	2301063	Yongyu-dong	
3533032 Seolcheon-myeon	4085	3533032	3533032	Seolcheon-myeon	
3640042 Munnae-myeon	4083	3640042	3640042	Munnae-myeon	
3902053 Jungang-dong	4082	3902053	3902053	Jungang-dong	
3706058 Yeongju 2(i)-dong	4081	3706058	3706058	Yeongju 2(i)-dong	
3707054 Wansan-dong	4066	3707054	3707054	Wansan-dong	
3643033 Hakgyo-myeon	4062	3643033	3643033	Hakgyo-myeon	
3645036 Hwangnyong-myeon	4056	3645036	3645036	Hwangnyong-myeon	
3739033 Gasan-myeon	4039	3739033	3739033	Gasan-myeon	
3707032 Sinnyeong-myeon	4038	3707032	3707032	Sinnyeong-myeon	
3120036 Papyeong-myeon	4033	3120036	3120036	Papyeong-myeon	
3201037 Seo-myeon	4032	3201037	3201037	Seo-myeon	
3811333 Jinbuk-myeon	4030	3811333	3811333	Jinbuk-myeon	
3433032 Eunsan-myeon	4029	3433032	3433032	Eunsan-myeon	
3635034 Dohwa-myeon	4026	3635034	3635034	Dohwa-myeon	
3833033 Daehap-myeon	4025	3833033	3833033	Daehap-myeon	
3203033 Gujeong-myeon	4022	3203033	3203033	Gujeong-myeon	
3602056 Seogang-dong	4019	3602056	3602056	Seogang-dong	
3205056 Jangseong-dong	4001	3205056	3205056	Jangseong-dong	
3604052 Yeonggang-dong	4000	3604052	3604052	Yeonggang-dong	
3302036 Angseong-myeon	3997	3302036	3302036	Angseong-myeon	
3202032 Hojeo-myeon	3994	3202032	3202032	Hojeo-myeon	
3835031 Idong-myeon	3991	3835031	3835031	Idong-myeon	
3704031 Waryong-myeon	3983	3704031	3704031	Waryong-myeon	
3636038 Deungnyang-myeon	3981	3636038	3636038	Deungnyang-myeon	
3504057 Yeonji-dong	3979	3504057	3504057	Yeonji-dong	
3204057 Balhan-dong	3970	3204057	3204057	Balhan-dong	
3835033 Samdong-myeon	3969	3835033	3835033	Samdong-myeon	
3403036 Cheongna-myeon	3967	3403036	3403036	Cheongna-myeon	
3834040 Hoehwa-myeon	3952	3834040	3834040	Hoehwa-myeon	
3506033 Yongji-myeon	3945	3506033	3506033	Yongji-myeon	
3138032 Gangha-myeon	3942	3138032	3138032	Gangha-myeon	
3204063 Mangsang-dong	3931	3204063	3204063	Mangsang-dong	
3436038 Galsan-myeon	3923	3436038	3436038	Galsan-myeon	
3808035 Danjang-myeon	3915	3808035	3808035	Danjang-myeon	
3708056 Dongseong-dong	3898	3708056	3708056	Dongseong-dong	
3431031 Geumseong-myeon	3893	3431031	3431031	Geumseong-myeon	
3241035 Ganghyeon-myeon	3882	3241035	3241035	Ganghyeon-myeon	
3113035 Joan-myeon	3879	3113035	3113035	Joan-myeon	
3231037 Seo-myeon	3878	3231037	3231037	Seo-myeon	
3835035 Nam-myeon	3877	3835035	3835035	Nam-myeon	
3901068 Iho-dong	3872	3901068	3901068	Iho-dong	
3206059 Cheongho-dong	3870	3206059	3206059	Cheongho-dong	
3705053 Wonpyeong 2(i)-dong	3869	3705053	3705053	Wonpyeong 2(i)-dong	
3644036 Yeomsan-myeon	3863	3644036	3644036	Yeomsan-myeon	
3108055 Bosan-dong	3858	3108055	3108055	Bosan-dong	
3403034 Cheonbuk-myeon	3858	3403034	3403034	Cheonbuk-myeon	
3837036 Sicheon-myeon	3851	3837036	3837036	Sicheon-myeon	
3709012 Gaeun-eup	3849	3709012	3709012	Gaeun-eup	
3504059 Sanggyo-dong	3846	3504059	3504059	Sanggyo-dong	
3803039 Daegok-myeon	3842	3803039	3803039	Daegok-myeon	
3732044 Dain-myeon	3835	3732044	3732044	Dain-myeon	
3201054 Yaksamyeong-dong	3834	3201054	3201054	Yaksamyeong-dong	
3631040 Subuk-myeon	3834	3631040	3631040	Subuk-myeon	
3231038 Bukbang-myeon	3829	3231038	3231038	Bukbang-myeon	
3832034 Daesan-myeon	3820	3832034	3832034	Daesan-myeon	
3647032 Gogun-myeon	3812	3647032	3647032	Gogun-myeon	
2331034 Hwado-myeon	3808	2331034	2331034	Hwado-myeon	
3408035 Myeoncheon-myeon	3808	3408035	3408035	Myeoncheon-myeon	
3302039 Dongnyang-myeon	3801	3302039	3302039	Dongnyang-myeon	
3406039 Gayagok-myeon	3800	3406039	3406039	Gayagok-myeon	
3535035 Osu-myeon	3799	3535035	3535035	Osu-myeon	
3504039 Taein-myeon	3794	3504039	3504039	Taein-myeon	
3203054 Okcheon-dong	3791	3203054	3203054	Okcheon-dong	
3732038 Bongyang-myeon	3791	3732038	3732038	Bongyang-myeon	
3406035 Bujeok-myeon	3790	3406035	3406035	Bujeok-myeon	
2404051 Jungheung 1(il)-dong	3786	2404051	2404051	Jungheung 1(il)-dong	
3703037 Daehang-myeon	3778	3703037	3703037	Daehang-myeon	
3203035 Okgye-myeon	3777	3203035	3203035	Okgye-myeon	
3640041 Sani-myeon	3774	3640041	3640041	Sani-myeon	
3137035 Buk-myeon	3769	3137035	3137035	Buk-myeon	
3636037 Joseong-myeon	3767	3636037	3636037	Joseong-myeon	
3604036 Dasi-myeon	3756	3604036	3604036	Dasi-myeon	
3835037 Gohyeon-myeon	3754	3835037	3835037	Gohyeon-myeon	
3404038 Seonjang-myeon	3753	3404038	3404038	Seonjang-myeon	
3834042 Donghae-myeon	3749	3834042	3834042	Donghae-myeon	
3709036 Maseong-myeon	3748	3709036	3709036	Maseong-myeon	
3811351 Hyeon-dong	3740	3811351	3811351	Hyeon-dong	
3708031 Sabeol-myeon	3736	3708031	3708031	Sabeol-myeon	
2404054 Jungang-dong	3733	2404054	2404054	Jungang-dong	
3641033 Sinbuk-myeon	3733	3641033	3641033	Sinbuk-myeon	
2331037 Hajeom-myeon	3729	2331037	2331037	Hajeom-myeon	
3128038 Gangcheon-myeon	3725	3128038	3128038	Gangcheon-myeon	
3504054 Sigi-dong	3724	3504054	3504054	Sigi-dong	
3836036 Geumnam-myeon	3724	3836036	3836036	Geumnam-myeon	
3839040 Gajo-myeon	3724	3839040	3839040	Gajo-myeon	
3138037 Cheongun-myeon	3721	3138037	3138037	Cheongun-myeon	
3643038 Worya-myeon	3717	3643038	3643038	Worya-myeon	
3505011 Unbong-eup	3715	3505011	3505011	Unbong-eup	
3505052 Jukhang-dong	3711	3505052	3505052	Jukhang-dong	
3604060 Ichang-dong	3703	3604060	3604060	Ichang-dong	
2201069 Daebong 2(i)-dong	3696	2201069	2201069	Daebong 2(i)-dong	
2901032 YeonDong-myeon	3690	2901032	2901032	YeonDong-myeon	
3601064 Manho-dong	3687	3601064	3601064	Manho-dong	
3647033 Uisin-myeon	3683	3647033	3647033	Uisin-myeon	
3737037 Ssangnim-myeon	3682	3737037	3737037	Ssangnim-myeon	
3833042 Bugok-myeon	3682	3833042	3833042	Bugok-myeon	
3710036 Namcheon-myeon	3681	3710036	3710036	Namcheon-myeon	
3637035 Neungju-myeon	3680	3637035	3637035	Neungju-myeon	
3240032 Jugwang-myeon	3671	3240032	3240032	Jugwang-myeon	
3118060 Choi-dong	3669	3118060	3118060	Choi-dong	
3805052 Myeongjeong-dong	3663	3805052	3805052	Myeongjeong-dong	
3231034 Seoseok-myeon	3662	3231034	3231034	Seoseok-myeon	
3806035 Gonyang-myeon	3648	3806035	3806035	Gonyang-myeon	
3538034 Gyehwa-myeon	3647	3538034	3538034	Gyehwa-myeon	
3902054 Cheonji-dong	3645	3902054	3902054	Cheonji-dong	
3124045 Dongtan-myeon	3639	3124045	3124045	Dongtan-myeon	
3502068 Gaejeong-dong	3637	3502068	3502068	Gaejeong-dong	
3703034 Gammun-myeon	3637	3703034	3703034	Gammun-myeon	
3335032 Chopyeong-myeon	3636	3335032	3335032	Chopyeong-myeon	
3118059 Chungung-dong	3630	3118059	3118059	Chungung-dong	
3731032 Hyoryeong-myeon	3630	3731032	3731032	Hyoryeong-myeon	
3233036 Jucheon-myeon	3625	3233036	3233036	Jucheon-myeon	
2631036 Dudong-myeon	3620	2631036	2631036	Dudong-myeon	
3204059 Mukho-dong	3619	3204059	3204059	Mukho-dong	
3704034 Pungcheon-myeon	3619	3704034	3704034	Pungcheon-myeon	
3641038 Haksan-myeon	3616	3641038	3641038	Haksan-myeon	
3205062 Mungoksodo-dong	3611	3205062	3205062	Mungoksodo-dong	
3806037 Seopo-myeon	3593	3806037	3806037	Seopo-myeon	
3638013 Daedeok-eup	3589	3638013	3638013	Daedeok-eup	
3646012 Geumil-eup	3589	3646012	3646012	Geumil-eup	
3201036 Namsan-myeon	3585	3201036	3201036	Namsan-myeon	
3736037 Maejeon-myeon	3570	3736037	3736037	Maejeon-myeon	
3236012 Gimhwa-eup	3569	3236012	3236012	Gimhwa-eup	
3435033 Jeongsan-myeon	3564	3435033	3435033	Jeongsan-myeon	
3701157 Jecheol-dong	3564	3701157	3701157	Jecheol-dong	
2331035 Yangdo-myeon	3556	2331035	2331035	Yangdo-myeon	
3705036 Jangcheon-myeon	3556	3705036	3705036	Jangcheon-myeon	
3647034 Imhoe-myeon	3554	3647034	3647034	Imhoe-myeon	
3505051 Dongchung-dong	3552	3505051	3505051	Dongchung-dong	
3809032 Dongbu-myeon	3547	3809032	3809032	Dongbu-myeon	
2302064 Geumchang-dong	3543	2302064	2302064	Geumchang-dong	
3648036 Heuksan-myeon	3539	3648036	3648036	Heuksan-myeon	
3603062 Jungang-dong	3538	3603062	3603062	Jungang-dong	
3302034 Sinni-myeon	3534	3302034	3302034	Sinni-myeon	
3436032 Geumma-myeon	3531	3436032	3436032	Geumma-myeon	
3902062 Yerae-dong	3529	3902062	3902062	Yerae-dong	
3135031 Gunnam-myeon	3519	3135031	3135031	Gunnam-myeon	
3537038 Daesan-myeon	3517	3537038	3537038	Daesan-myeon	
3405035 Seongyeon-myeon	3504	3405035	3405035	Seongyeon-myeon	
3503039 Yeosan-myeon	3504	3503039	3503039	Yeosan-myeon	
3406033 Noseong-myeon	3501	3406033	3406033	Noseong-myeon	
3808034 Sannae-myeon	3496	3808034	3808034	Sannae-myeon	
3436033 Hongdong-myeon	3481	3436033	3436033	Hongdong-myeon	
3138036 Danwol-myeon	3462	3138036	3138036	Danwol-myeon	
3202038 Sillim-myeon	3462	3202038	3202038	Sillim-myeon	
3641034 Sijong-myeon	3457	3641034	3641034	Sijong-myeon	
3836032 Agyang-myeon	3457	3836032	3836032	Agyang-myeon	
3206052 Dongmyeong-dong	3454	3206052	3206052	Dongmyeong-dong	
3604040 Sanpo-myeon	3453	3604040	3604040	Sanpo-myeon	
2112058 Gadeokdo-dong	3451	2112058	2112058	Gadeokdo-dong	
3235014 Sindong-eup	3449	3235014	3235014	Sindong-eup	
3832033 Beopsu-myeon	3449	3832033	3832033	Beopsu-myeon	
3738032 Yongam-myeon	3441	3738032	3738032	Yongam-myeon	
3502060 Jungang-dong	3439	3502060	3502060	Jungang-dong	
3231035 Dong-myeon	3437	3231035	3231035	Dong-myeon	
2101052 Donggwang-dong	3430	2101052	2101052	Donggwang-dong	
3235035 Imgye-myeon	3429	3235035	3235035	Imgye-myeon	
2302059 Songnim 2(i)-dong	3428	2302059	2302059	Songnim 2(i)-dong	
3337032 Wonnam-myeon	3419	3337032	3337032	Wonnam-myeon	
3334031 Yongsan-myeon	3410	3334031	3334031	Yongsan-myeon	
3238031 Nam-myeon	3407	3238031	3238031	Nam-myeon	
3502040 Okseo-myeon	3395	3502040	3502040	Okseo-myeon	
1113069 Namgajwa 1(il)-dong	3389	1113069	1113069	Namgajwa 1(il)-dong	
3504052 Jangmyeong-dong	3384	3504052	3504052	Jangmyeong-dong	
3537040 Heungdeok-myeon	3382	3537040	3537040	Heungdeok-myeon	
3641036 Gunseo-myeon	3377	3641036	3641036	Gunseo-myeon	
3502037 Seongsan-myeon	3376	3502037	3502037	Seongsan-myeon	
3740041 Pungyang-myeon	3370	3740041	3740041	Pungyang-myeon	
3648034 Bigeum-myeon	3363	3648034	3648034	Bigeum-myeon	
3840043 Samga-myeon	3361	3840043	3840043	Samga-myeon	
3503051 Jungang-dong	3360	3503051	3503051	Jungang-dong	
3402031 Iin-myeon	3359	3402031	3402031	Iin-myeon	
3537033 Mujang-myeon	3359	3537033	3537033	Mujang-myeon	
3302041 Eomjeong-myeon	3358	3302041	3302041	Eomjeong-myeon	
3704038 Imha-myeon	3357	3704038	3704038	Imha-myeon	
3738039 Wolhang-myeon	3347	3738039	3738039	Wolhang-myeon	
3809035 Dundeok-myeon	3347	3809035	3809035	Dundeok-myeon	
3433043 Sedo-myeon	3346	3433043	3433043	Sedo-myeon	
3702035 Seo-myeon	3344	3702035	3702035	Seo-myeon	
2201061 Seongnae 3(sam)-dong	3340	2201061	2201061	Seongnae 3(sam)-dong	
3402032 Tancheon-myeon	3335	3402032	3402032	Tancheon-myeon	
3707040 Daechang-myeon	3329	3707040	3707040	Daechang-myeon	
1102055 Myeong-dong	3328	1102055	1102055	Myeong-dong	
3646032 Sinji-myeon	3328	3646032	3646032	Sinji-myeon	
3704032 Bukhu-myeon	3328	3704032	3704032	Bukhu-myeon	
3231039 Nae-myeon	3326	3231039	3231039	Nae-myeon	
3640032 Hwasan-myeon	3326	3640032	3640032	Hwasan-myeon	
3703036 Bongsan-myeon	3321	3703036	3703036	Bongsan-myeon	
3710033 Yongseong-myeon	3317	3710033	3710033	Yongseong-myeon	
3603034 Nagan-myeon	3314	3603034	3603034	Nagan-myeon	
3433044 Seokseong-myeon	3307	3433044	3433044	Seokseong-myeon	
3431038 Boksu-myeon	3304	3431038	3431038	Boksu-myeon	
3808037 Chodong-myeon	3302	3808037	3808037	Chodong-myeon	
3502032 Hoehyeon-myeon	3301	3502032	3502032	Hoehyeon-myeon	
3643031 Sonbul-myeon	3292	3643031	3643031	Sonbul-myeon	
3206060 Daepo-dong	3291	3206060	3206060	Daepo-dong	
3703032 Nam-myeon	3285	3703032	3703032	Nam-myeon	
3204065 Samhwa-dong	3281	3204065	3204065	Samhwa-dong	
3431037 Jinsan-myeon	3274	3431037	3431037	Jinsan-myeon	
2631037 Duseo-myeon	3273	2631037	2631037	Duseo-myeon	
3637042 Dong-myeon	3273	3637042	3637042	Dong-myeon	
3334040 Simcheon-myeon	3268	3334040	3334040	Simcheon-myeon	
3805032 Dosan-myeon	3267	3805032	3805032	Dosan-myeon	
3334036 Yanggang-myeon	3264	3334036	3334036	Yanggang-myeon	
3647035 Jisan-myeon	3262	3647035	3647035	Jisan-myeon	
3803032 Jeongchon-myeon	3260	3803032	3803032	Jeongchon-myeon	
3336037 Cheongan-myeon	3256	3336037	3336037	Cheongan-myeon	
3810032 Wondong-myeon	3256	3810032	3810032	Wondong-myeon	
3436037 Seobu-myeon	3250	3436037	3436037	Seobu-myeon	
3333031 Dongi-myeon	3248	3333031	3333031	Dongi-myeon	
3203031 Seongsan-myeon	3242	3203031	3203031	Seongsan-myeon	
3503038 Mangseong-myeon	3238	3503038	3503038	Mangseong-myeon	
3232036 Gonggeun-myeon	3237	3232036	3232036	Gonggeun-myeon	
3635040 Gwayeok-myeon	3237	3635040	3635040	Gwayeok-myeon	
3239034 Seohwa-myeon	3236	3239034	3239034	Seohwa-myeon	
3338034 Yeongchun-myeon	3233	3338034	3338034	Yeongchun-myeon	
3402040 Sinpung-myeon	3233	3402040	3402040	Sinpung-myeon	
3433042 Jangam-myeon	3232	3433042	3433042	Jangam-myeon	
3437033 Gwangsi-myeon	3232	3437033	3437033	Gwangsi-myeon	
3635031 Pungyang-myeon	3219	3635031	3635031	Pungyang-myeon	
3205055 Gumunso-dong	3215	3205055	3205055	Gumunso-dong	
3535038 Gwanchon-myeon	3215	3535038	3535038	Gwanchon-myeon	
3709060 Jeomchon 4(sa)-dong	3214	3709060	3709060	Jeomchon 4(sa)-dong	
3235032 Nam-myeon	3212	3235032	3235032	Nam-myeon	
3640037 Okcheon-myeon	3212	3640037	3640037	Okcheon-myeon	
3603031 Juam-myeon	3211	3603031	3603031	Juam-myeon	
3603060 Jeojeon-dong	3199	3603060	3603060	Jeojeon-dong	
3736036 Geumcheon-myeon	3197	3736036	3736036	Geumcheon-myeon	
3434040 Biin-myeon	3191	3434040	3434040	Biin-myeon	
3901051 Ildo 1(il)-dong	3190	3901051	3901051	Ildo 1(il)-dong	
3121038 Yul-myeon	3189	3121038	3121038	Yul-myeon	
3831039 Burim-myeon	3183	3831039	3831039	Burim-myeon	
3502011 Okgu-eup	3178	3502011	3502011	Okgu-eup	
3437032 Sinyang-myeon	3173	3437032	3437032	Sinyang-myeon	
3333035 Cheongsan-myeon	3172	3333035	3333035	Cheongsan-myeon	
3201053 Jowun-dong	3161	3201053	3201053	Jowun-dong	
3436034 Janggok-myeon	3155	3436034	3436034	Janggok-myeon	
3646031 Gunoe-myeon	3155	3646031	3646031	Gunoe-myeon	
3742012 Pyeonghae-eup	3149	3742012	3742012	Pyeonghae-eup	
3706035 Anjeong-myeon	3145	3706035	3706035	Anjeong-myeon	
3433036 Hongsan-myeon	3143	3433036	3433036	Hongsan-myeon	
3433041 Imcheon-myeon	3135	3433041	3433041	Imcheon-myeon	
3741031 Murya-myeon	3133	3741031	3741031	Murya-myeon	
3836037 Geumseong-myeon	3124	3836037	3836037	Geumseong-myeon	
3127040 Gwanin-myeon	3123	3127040	3127040	Gwanin-myeon	
3405033 Palbong-myeon	3121	3405033	3405033	Palbong-myeon	
3302032 Suanbo-myeon	3120	3302032	3302032	Suanbo-myeon	
3502036 Gaejeong-myeon	3113	3502036	3502036	Gaejeong-myeon	
3503037 Nangsan-myeon	3093	3503037	3503037	Nangsan-myeon	
3709032 Sanyang-myeon	3092	3709032	3709032	Sanyang-myeon	
3707033 Hwasan-myeon	3090	3707033	3707033	Hwasan-myeon	
3337031 Soi-myeon	3087	3337031	3337031	Soi-myeon	
3808051 Naeil-dong	3085	3808051	3808051	Naeil-dong	
3640033 Hyeonsan-myeon	3083	3640033	3640033	Hyeonsan-myeon	
3531039 Hwasan-myeon	3079	3531039	3531039	Hwasan-myeon	
3135036 Sinseo-myeon	3072	3135036	3135036	Sinseo-myeon	
3303036 Baegun-myeon	3069	3303036	3303036	Baegun-myeon	
3127041 Hwahyeon-myeon	3066	3127041	3127041	Hwahyeon-myeon	
3639037 Seongjeon-myeon	3063	3639037	3639037	Seongjeon-myeon	
3642032 Mongtan-myeon	3060	3642032	3642032	Mongtan-myeon	
3706039 Buseok-myeon	3054	3706039	3706039	Buseok-myeon	
3604032 Wanggok-myeon	3052	3604032	3604032	Wanggok-myeon	
3402039 Sagok-myeon	3051	3402039	3402039	Sagok-myeon	
3202033 Jijeong-myeon	3049	3202033	3202033	Jijeong-myeon	
3635042 Donggang-myeon	3046	3635042	3635042	Donggang-myeon	
3102166 Siheung-dong	3044	3102166	3102166	Siheung-dong	
3702034 Sannae-myeon	3038	3702034	3702034	Sannae-myeon	
3202051 Jungang-dong	3037	3202051	3202051	Jungang-dong	
3601058 Daeseong-dong	3030	3601058	3601058	Daeseong-dong	
3635044 Duwon-myeon	3024	3635044	3635044	Duwon-myeon	
3538032 Dongjin-myeon	3023	3538032	3538032	Dongjin-myeon	
3401135 Susin-myeon	3022	3401135	3401135	Susin-myeon	
3707035 Hwanam-myeon	3016	3707035	3707035	Hwanam-myeon	
3648032 Imja-myeon	3012	3648032	3648032	Imja-myeon	
3647031 Gunnae-myeon	3009	3647031	3647031	Gunnae-myeon	
3631032 Goseo-myeon	3002	3631032	3631032	Goseo-myeon	
3836031 Hwagae-myeon	2999	3836031	3836031	Hwagae-myeon	
3643037 Haebo-myeon	2996	3643037	3643037	Haebo-myeon	
3431032 Jewon-myeon	2992	3431032	3431032	Jewon-myeon	
3701231 Singwang-myeon	2991	3701231	3701231	Singwang-myeon	
3645031 Jinwon-myeon	2989	3645031	3645031	Jinwon-myeon	
3635032 Dodeok-myeon	2981	3635032	3635032	Dodeok-myeon	
3431035 Namil-myeon	2980	3431035	3431035	Namil-myeon	
3706036 Bonghyeon-myeon	2978	3706036	3706036	Bonghyeon-myeon	
3803035 Ilbanseong-myeon	2978	3803035	3803035	Ilbanseong-myeon	
3602052 Hallyeo-dong	2977	3602052	3602052	Hallyeo-dong	
3642037 Unnam-myeon	2972	3642037	3642037	Unnam-myeon	
3703031 Nongso-myeon	2967	3703031	3703031	Nongso-myeon	
2901039 Sojeong-myeon	2965	2901039	2901039	Sojeong-myeon	
3506011 Mangyeong-eup	2961	3506011	3506011	Mangyeong-eup	
3606033 Okgok-myeon	2960	3606033	3606033	Okgok-myeon	
3241034 Hyeonnam-myeon	2952	3241034	3241034	Hyeonnam-myeon	
3901062 Bonggae-dong	2952	3901062	3901062	Bonggae-dong	
3835038 Seolcheon-myeon	2951	3835038	3835038	Seolcheon-myeon	
3232032 Anheung-myeon	2942	3232032	3232032	Anheung-myeon	
3738037 Byeokjin-myeon	2941	3738037	3738037	Byeokjin-myeon	
3740037 Yucheon-myeon	2941	3740037	3740037	Yucheon-myeon	
3640035 Bukpyeong-myeon	2937	3640035	3640035	Bukpyeong-myeon	
3128034 Geumsa-myeon	2936	3128034	3128034	Geumsa-myeon	
3504032 Ibam-myeon	2934	3504032	3504032	Ibam-myeon	
3241031 Seo-myeon	2932	3241031	3241031	Seo-myeon	
3606035 Jinwol-myeon	2929	3606035	3606035	Jinwol-myeon	
3504034 Gobu-myeon	2926	3504034	3504034	Gobu-myeon	
3333038 Gunbuk-myeon	2925	3333038	3333038	Gunbuk-myeon	
3606034 Jinsang-myeon	2925	3606034	3606034	Jinsang-myeon	
3806036 Gonmyeong-myeon	2923	3806036	3806036	Gonmyeong-myeon	
3636039 Hoecheon-myeon	2916	3636039	3636039	Hoecheon-myeon	
3110358 Janghang 1(il)-dong	2911	3110358	3110358	Janghang 1(il)-dong	
3703040 Guseong-myeon	2911	3703040	3703040	Guseong-myeon	
3704035 Iljik-myeon	2899	3704035	3704035	Iljik-myeon	
3701235 Jukjang-myeon	2897	3701235	3701235	Jukjang-myeon	
3808033 Sanoe-myeon	2895	3808033	3808033	Sanoe-myeon	
2331039 Songhae-myeon	2891	2331039	2331039	Songhae-myeon	
3302051 Seongnaechungin-dong	2890	3302051	3302051	Seongnaechungin-dong	
3602034 Nam-myeon	2885	3602034	3602034	Nam-myeon	
3701233 Songna-myeon	2884	3701233	3701233	Songna-myeon	
3645032 Nam-myeon	2879	3645032	3645032	Nam-myeon	
3742035 Giseong-myeon	2879	3742035	3742035	Giseong-myeon	
3233039 Hanbando-myeon	2878	3233039	3233039	Hanbando-myeon	
3737033 Seongsan-myeon	2877	3737033	3737033	Seongsan-myeon	
3234035 Yongpyeong-myeon	2874	3234035	3234035	Yongpyeong-myeon	
3648040 Anjwa-myeon	2873	3648040	3648040	Anjwa-myeon	
3837034 Geumseo-myeon	2868	3837034	3837034	Geumseo-myeon	
3403035 Cheongso-myeon	2866	3403035	3403035	Cheongso-myeon	
3640031 Samsan-myeon	2865	3640031	3640031	Samsan-myeon	
3735035 Chuksan-myeon	2862	3735035	3735035	Chuksan-myeon	
3808032 Sangdong-myeon	2860	3808032	3808032	Sangdong-myeon	
3537036 Haeri-myeon	2859	3537036	3537036	Haeri-myeon	
3740040 Jibo-myeon	2859	3740040	3740040	Jibo-myeon	
2501073 Daecheong-dong	2854	2501073	2501073	Daecheong-dong	
2302058 Songnim 1(il)-dong	2849	2302058	2302058	Songnim 1(il)-dong	
3705056 Jisan-dong	2845	3705056	3705056	Jisan-dong	
3638037 Hoejin-myeon	2843	3638037	3638037	Hoejin-myeon	
3832038 Sanin-myeon	2838	3832038	3832038	Sanin-myeon	
3833040 Docheon-myeon	2831	3833040	3833040	Docheon-myeon	
3502034 Seosu-myeon	2830	3502034	3502034	Seosu-myeon	
3437037 Bongsan-myeon	2829	3437037	3437037	Bongsan-myeon	
3334038 Haksan-myeon	2825	3334038	3334038	Haksan-myeon	
3704039 Giran-myeon	2825	3704039	3704039	Giran-myeon	
3537043 Buan-myeon	2819	3537043	3537043	Buan-myeon	
3645039 Bugi-myeon	2818	3645039	3645039	Bugi-myeon	
3643036 Nasan-myeon	2815	3643036	3643036	Nasan-myeon	
3738033 Suryun-myeon	2815	3738033	3738033	Suryun-myeon	
3434034 Hansan-myeon	2814	3434034	3434034	Hansan-myeon	
3638032 Anyang-myeon	2812	3638032	3638032	Anyang-myeon	
1101054 Samcheong-dong	2808	1101054	1101054	Samcheong-dong	
3538040 Haseo-myeon	2806	3538040	3538040	Haseo-myeon	
3336038 Sari-myeon	2804	3336038	3336038	Sari-myeon	
3735037 Byeonggok-myeon	2804	3735037	3735037	Byeonggok-myeon	
3401137 Dong-myeon	2802	3401137	3401137	Dong-myeon	
3502039 Okdo-myeon	2801	3502039	3502039	Okdo-myeon	
3604031 Seji-myeon	2791	3604031	3604031	Seji-myeon	
3647036 Jodo-myeon	2790	3647036	3647036	Jodo-myeon	
3504040 Gamgok-myeon	2779	3504040	3504040	Gamgok-myeon	
3336034 Chilseong-myeon	2768	3336034	3336034	Chilseong-myeon	
3833036 Daeji-myeon	2760	3833036	3833036	Daeji-myeon	
3538041 Julpo-myeon	2756	3538041	3538041	Julpo-myeon	
3603039 Hwangjeon-myeon	2752	3603039	3603039	Hwangjeon-myeon	
3503036 Yongan-myeon	2750	3503036	3503036	Yongan-myeon	
3645034 Samseo-myeon	2748	3645034	3645034	Samseo-myeon	
3437035 Eungbong-myeon	2747	3437035	3437035	Eungbong-myeon	
3537032 Asan-myeon	2746	3537032	3537032	Asan-myeon	
3538038 Baeksan-myeon	2745	3538038	3538038	Baeksan-myeon	
3708034 Cheongni-myeon	2745	3708034	3708034	Cheongni-myeon	
3633037 Sandong-myeon	2742	3633037	3633037	Sandong-myeon	
3901069 Dodu-dong	2738	3901069	3901069	Dodu-dong	
3502031 Oksan-myeon	2736	3502031	3502031	Oksan-myeon	
3708041 Hwaseo-myeon	2730	3708041	3708041	Hwaseo-myeon	
3834033 Hai-myeon	2729	3834033	3834033	Hai-myeon	
3639035 Doam-myeon	2728	3639035	3639035	Doam-myeon	
3237032 Hanam-myeon	2725	3237032	3237032	Hanam-myeon	
3709031 Yeongsun-myeon	2725	3709031	3709031	Yeongsun-myeon	
3637036 Dogok-myeon	2723	3637036	3637036	Dogok-myeon	
3503043 Samgi-myeon	2721	3503043	3503043	Samgi-myeon	
