id	population	place	location
3732032	8	Jeomgok-myeon	3732032 Jeomgok-myeon
3732033	31	Oksan-myeon	3732033 Oksan-myeon
3732034	24	Sagok-myeon	3732034 Sagok-myeon
3732035	18	Chunsan-myeon	3732035 Chunsan-myeon
3732036	14	Gaeum-myeon	3732036 Gaeum-myeon
3732037	45	Geumseong-myeon	3732037 Geumseong-myeon
3732038	122	Bongyang-myeon	3732038 Bongyang-myeon
3732039	12	Bian-myeon	3732039 Bian-myeon
3732040	19	Gucheon-myeon	3732040 Gucheon-myeon
3732041	55	Danmil-myeon	3732041 Danmil-myeon
3732042	24	Danbuk-myeon	3732042 Danbuk-myeon
3732043	86	Angye-myeon	3732043 Angye-myeon
3732044	51	Dain-myeon	3732044 Dain-myeon
3732045	13	Sinpyeong-myeon	3732045 Sinpyeong-myeon
3732046	24	Anpyeong-myeon	3732046 Anpyeong-myeon
3732047	5	Ansa-myeon	3732047 Ansa-myeon
37330	330	Cheongsong-gun	37330 Cheongsong-gun
3733011	42	Cheongsong-eup	3733011 Cheongsong-eup
3733031	22	Budong-myeon	3733031 Budong-myeon
3733032	32	Bunam-myeon	3733032 Bunam-myeon
3733033	10	Hyeondong-myeon	3733033 Hyeondong-myeon
3733034	7	Hyeonseo-myeon	3733034 Hyeonseo-myeon
3733035	43	Andeok-myeon	3733035 Andeok-myeon
3733036	16	Pacheon-myeon	3733036 Pacheon-myeon
3733037	158	Jinbo-myeon	3733037 Jinbo-myeon
37340	230	Yeongyang-gun	37340 Yeongyang-gun
3734011	80	Yeongyang-eup	3734011 Yeongyang-eup
3734031	29	Ibam-myeon	3734031 Ibam-myeon
3734032	22	Cheonggi-myeon	3734032 Cheonggi-myeon
3734033	16	Irwol-myeon	3734033 Irwol-myeon
3734034	35	Subi-myeon	3734034 Subi-myeon
3734035	48	Seokbo-myeon	3734035 Seokbo-myeon
37350	864	Yeongdeok-gun	37350 Yeongdeok-gun
3735011	115	Yeongdeok-eup	3735011 Yeongdeok-eup
3735031	257	Ganggu-myeon	3735031 Ganggu-myeon
3735032	87	Namjeong-myeon	3735032 Namjeong-myeon
3735033	49	Dalsan-myeon	3735033 Dalsan-myeon
3735034	35	Jipum-myeon	3735034 Jipum-myeon
3735035	167	Chuksan-myeon	3735035 Chuksan-myeon
3735036	81	Yeonghae-myeon	3735036 Yeonghae-myeon
3735037	57	Byeonggok-myeon	3735037 Byeonggok-myeon
3735038	16	Changsu-myeon	3735038 Changsu-myeon
37360	1053	Cheongdo-gun	37360 Cheongdo-gun
3736011	76	Hwayang-eup	3736011 Hwayang-eup
3736012	189	Cheongdo-eup	3736012 Cheongdo-eup
3736031	43	Gangnam-myeon	3736031 Gangnam-myeon
3736032	392	Punggak-myeon	3736032 Punggak-myeon
3736033	18	Gakbuk-myeon	3736033 Gakbuk-myeon
3736034	201	Iseo-myeon	3736034 Iseo-myeon
3736035	10	Unmun-myeon	3736035 Unmun-myeon
3736036	96	Geumcheon-myeon	3736036 Geumcheon-myeon
3736037	28	Maejeon-myeon	3736037 Maejeon-myeon
37370	2188	Goryeong-gun	37370 Goryeong-gun
3737012	280	Goryeong-eup	3737012 Goryeong-eup
3737031	28	Deokgok-myeon	3737031 Deokgok-myeon
3737032	29	Unsu-myeon	3737032 Unsu-myeon
3737033	234	Seongsan-myeon	3737033 Seongsan-myeon
3737034	1064	Dasan-myeon	3737034 Dasan-myeon
3737035	269	Gaejin-myeon	3737035 Gaejin-myeon
3737036	36	Ugok-myeon	3737036 Ugok-myeon
3737037	248	Ssangnim-myeon	3737037 Ssangnim-myeon
37380	1816	Seongju-gun	37380 Seongju-gun
3738011	467	Seongju-eup	3738011 Seongju-eup
3738031	642	Seonnam-myeon	3738031 Seonnam-myeon
3738032	148	Yongam-myeon	3738032 Yongam-myeon
3738033	43	Suryun-myeon	3738033 Suryun-myeon
3738034	17	Gacheon-myeon	3738034 Gacheon-myeon
3738035	9	Geumsu-myeon	3738035 Geumsu-myeon
3738036	30	Daega-myeon	3738036 Daega-myeon
3738037	69	Byeokjin-myeon	3738037 Byeokjin-myeon
3738038	82	Chojeon-myeon	3738038 Chojeon-myeon
3738039	309	Wolhang-myeon	3738039 Wolhang-myeon
37390	4893	Chilgok-gun	37390 Chilgok-gun
3739011	2035	Waegwan-eup	3739011 Waegwan-eup
3739012	401	Buksam-eup	3739012 Buksam-eup
3739013	771	Seokjeok-eup	3739013 Seokjeok-eup
3739031	388	Jicheon-myeon	3739031 Jicheon-myeon
3739032	88	Dongmyeong-myeon	3739032 Dongmyeong-myeon
3739033	442	Gasan-myeon	3739033 Gasan-myeon
3739036	556	Yangmok-myeon	3739036 Yangmok-myeon
3739037	212	Gisan-myeon	3739037 Gisan-myeon
37400	521	Yecheon-gun	37400 Yecheon-gun
3740011	198	Yecheon-eup	3740011 Yecheon-eup
3740031	44	Yongmun-myeon	3740031 Yongmun-myeon
3740032	15	Sangni-myeon	3740032 Sangni-myeon
3740033	10	Hari-myeon	3740033 Hari-myeon
3740034	48	Gamcheon-myeon	3740034 Gamcheon-myeon
3740035	24	Bomun-myeon	3740035 Bomun-myeon
3740036	36	Homyeong-myeon	3740036 Homyeong-myeon
3740037	28	Yucheon-myeon	3740037 Yucheon-myeon
3740038	39	Yonggung-myeon	3740038 Yonggung-myeon
3740039	15	Gaepo-myeon	3740039 Gaepo-myeon
3740040	36	Jibo-myeon	3740040 Jibo-myeon
3740041	28	Pungyang-myeon	3740041 Pungyang-myeon
37410	321	Bonghwa-gun	37410 Bonghwa-gun
3741011	143	Bonghwa-eup	3741011 Bonghwa-eup
3741031	25	Murya-myeon	3741031 Murya-myeon
3741032	22	Bongseong-myeon	3741032 Bongseong-myeon
3741033	22	Beopjeon-myeon	3741033 Beopjeon-myeon
3741034	33	Chunyang-myeon	3741034 Chunyang-myeon
3741035	12	Socheon-myeon	3741035 Socheon-myeon
3741036	35	Seokpo-myeon	3741036 Seokpo-myeon
3741037	6	Jaesan-myeon	3741037 Jaesan-myeon
3741038	15	Myeongho-myeon	3741038 Myeongho-myeon
3741039	8	Sangun-myeon	3741039 Sangun-myeon
37420	1345	Uljin-gun	37420 Uljin-gun
3742011	82	Uljin-eup	3742011 Uljin-eup
3742012	20	Pyeonghae-eup	3742012 Pyeonghae-eup
3742031	37	Buk-myeon	3742031 Buk-myeon
3742033	32	Geunnam-myeon	3742033 Geunnam-myeon
3742035	133	Giseong-myeon	3742035 Giseong-myeon
3742036	15	Onjeong-myeon	3742036 Onjeong-myeon
3742037	289	Jukbyeon-myeon	3742037 Jukbyeon-myeon
3742038	572	Hupo-myeon	3742038 Hupo-myeon
3742039	55	Geumgangsong-myeon	3742039 Geumgangsong-myeon
3742040	110	maehwa-myeon	3742040 maehwa-myeon
37430	158	Ulleung-gun	37430 Ulleung-gun
3743011	84	Ulleung-eup	3743011 Ulleung-eup
3743031	31	Seo-myeon	3743031 Seo-myeon
3743032	43	Buk-myeon	3743032 Buk-myeon
38	90361	Gyeongsangnam-do	38 Gyeongsangnam-do
38004	9873	Total for eups	38004 Total for eups
38005	34654	Total for myeons	38005 Total for myeons
38003	45834	Total for dongs	38003 Total for dongs
38030	4924	Jinju-si	38030 Jinju-si
3803011	134	Munsan-eup	3803011 Munsan-eup
3803031	85	Naedong-myeon	3803031 Naedong-myeon
3803032	322	Jeongchon-myeon	3803032 Jeongchon-myeon
3803033	77	Geumgok-myeon	3803033 Geumgok-myeon
3803034	128	Jinseong-myeon	3803034 Jinseong-myeon
3803035	77	Ilbanseong-myeon	3803035 Ilbanseong-myeon
3803036	121	Ibanseong-myeon	3803036 Ibanseong-myeon
3803037	189	Sabong-myeon	3803037 Sabong-myeon
3803038	76	Jisu-myeon	3803038 Jisu-myeon
3803039	323	Daegok-myeon	3803039 Daegok-myeon
3803040	135	Geumsan-myeon	3803040 Geumsan-myeon
3803041	64	Jiphyeon-myeon	3803041 Jiphyeon-myeon
3803042	35	Micheon-myeon	3803042 Micheon-myeon
3803043	67	Myeongseok-myeon	3803043 Myeongseok-myeon
3803044	22	Daepyeong-myeon	3803044 Daepyeong-myeon
3803045	140	Sugok-myeon	3803045 Sugok-myeon
3803061	111	Sangdae 1(il)-dong	3803061 Sangdae 1(il)-dong
3803062	315	Sangdae 2(i)-dong	3803062 Sangdae 2(i)-dong
3803063	118	Hadae 1(il)-dong	3803063 Hadae 1(il)-dong
3803064	60	Hadae 2(i)-dong	3803064 Hadae 2(i)-dong
3803065	606	Sangpyeong-dong	3803065 Sangpyeong-dong
3803066	74	Chojang-dong	3803066 Chojang-dong
3803067	109	Pyeonggeo-dong	3803067 Pyeonggeo-dong
3803068	62	Sinan-dong	3803068 Sinan-dong
3803069	43	Ihyeon-dong	3803069 Ihyeon-dong
3803070	106	Panmun-dong	3803070 Panmun-dong
3803071	749	Gahoe-dong	3803071 Gahoe-dong
3803072	191	cheonjeon-dong	3803072 cheonjeon-dong
3803073	157	Seongbuk-dong	3803073 Seongbuk-dong
3803074	124	Jungang-dong	3803074 Jungang-dong
3803075	89	Sangbong_dong	3803075 Sangbong_dong
3803076	15	Chungmugong-dong	3803076 Chungmugong-dong
38050	5090	Tongyeong-si	38050 Tongyeong-si
3805011	302	Sanyang-eup	3805011 Sanyang-eup
3805031	344	Yongnam-myeon	3805031 Yongnam-myeon
3805032	366	Dosan-myeon	3805032 Dosan-myeon
3805033	1822	Gwangdo-myeon	3805033 Gwangdo-myeon
3805034	161	Yokji-myeon	3805034 Yokji-myeon
3805035	228	Hansan-myeon	3805035 Hansan-myeon
3805036	160	Saryang-myeon	3805036 Saryang-myeon
3805052	79	Myeongjeong-dong	3805052 Myeongjeong-dong
3805053	103	Jungang-dong	3805053 Jungang-dong
3805054	359	Jeongnyang-dong	3805054 Jeongnyang-dong
3805055	97	Buksin-dong	3805055 Buksin-dong
3805056	283	Mujeon-dong	3805056 Mujeon-dong
3805062	297	Docheon-dong	3805062 Docheon-dong
3805063	135	Misu-dong	3805063 Misu-dong
3805064	354	Bongpyeong-dong	3805064 Bongpyeong-dong
38060	3592	Sacheon-si	38060 Sacheon-si
3806011	409	Sacheon-eup	3806011 Sacheon-eup
3806031	98	Jeongdong-myeon	3806031 Jeongdong-myeon
3806032	748	Sanam-myeon	3806032 Sanam-myeon
3806033	203	Yonghyeon-myeon	3806033 Yonghyeon-myeon
3806034	295	Chukdong-myeon	3806034 Chukdong-myeon
3806035	108	Gonyang-myeon	3806035 Gonyang-myeon
3806036	77	Gonmyeong-myeon	3806036 Gonmyeong-myeon
3806037	36	Seopo-myeon	3806037 Seopo-myeon
3806051	545	Dongseo-dong	3806051 Dongseo-dong
3806052	273	Seongu-dong	3806052 Seongu-dong
3806053	153	Dongseogeum-dong	3806053 Dongseogeum-dong
3806055	207	Beollyong-dong	3806055 Beollyong-dong
3806057	323	Hyangchon-dong	3806057 Hyangchon-dong
3806059	117	Namyang-dong	3806059 Namyang-dong
38070	21607	Gimhae-si	38070 Gimhae-si
3807011	3165	Jinyeong-eup	3807011 Jinyeong-eup
3807032	2398	Juchon-myeon	3807032 Juchon-myeon
3807033	2558	Jillye-myeon	3807033 Jillye-myeon
3807034	3412	Hallim-myeon	3807034 Hallim-myeon
3807035	1167	Saengnim-myeon	3807035 Saengnim-myeon
3807036	1383	Sangdong-myeon	3807036 Sangdong-myeon
3807037	196	Daedong-myeon	3807037 Daedong-myeon
3807051	373	Dongsang-dong	3807051 Dongsang-dong
3807052	400	Hoehyeon-dong	3807052 Hoehyeon-dong
3807053	402	Buwon-dong	3807053 Buwon-dong
3807054	1248	Naeoe-dong	3807054 Naeoe-dong
3807055	848	Bukbu-dong	3807055 Bukbu-dong
3807056	146	Chilsanseobu-dong	3807056 Chilsanseobu-dong
3807058	948	Hwalcheon-dong	3807058 Hwalcheon-dong
3807059	1041	Saman-dong	3807059 Saman-dong
3807060	217	Buram-dong	3807060 Buram-dong
3807061	1209	Jangyu 1(il)-dong	3807061 Jangyu 1(il)-dong
3807062	270	Jangyu 2(i)-dong	3807062 Jangyu 2(i)-dong
3807063	226	Jangyu 3(sam)-dong	3807063 Jangyu 3(sam)-dong
38080	2313	Miryang-si	38080 Miryang-si
3808011	312	Samnangjin-eup	3808011 Samnangjin-eup
3808012	222	Hanam-eup	3808012 Hanam-eup
3808031	415	Bubuk-myeon	3808031 Bubuk-myeon
3808032	89	Sangdong-myeon	3808032 Sangdong-myeon
3808033	173	Sanoe-myeon	3808033 Sanoe-myeon
3808034	53	Sannae-myeon	3808034 Sannae-myeon
3808035	69	Danjang-myeon	3808035 Danjang-myeon
3808036	186	Sangnam-myeon	3808036 Sangnam-myeon
3808037	248	Chodong-myeon	3808037 Chodong-myeon
3808038	65	Muan-myeon	3808038 Muan-myeon
3808039	52	Cheongdo-myeon	3808039 Cheongdo-myeon
3808051	31	Naeil-dong	3808051 Naeil-dong
3808052	171	Naei-dong	3808052 Naei-dong
3808053	60	Gyo-dong	3808053 Gyo-dong
3808054	104	Sammun-dong	3808054 Sammun-dong
3808055	63	Gagok-dong	3808055 Gagok-dong
38090	12394	Geoje-si	38090 Geoje-si
3809031	197	Irun-myeon	3809031 Irun-myeon
3809032	125	Dongbu-myeon	3809032 Dongbu-myeon
3809033	66	Nambu-myeon	3809033 Nambu-myeon
3809034	111	Geoje-myeon	3809034 Geoje-myeon
3809035	210	Dundeok-myeon	3809035 Dundeok-myeon
3809036	541	Sadeung-myeon	3809036 Sadeung-myeon
3809037	1050	Yeoncho-myeon	3809037 Yeoncho-myeon
3809038	276	Hacheong-myeon	3809038 Hacheong-myeon
3809039	260	Jangmok-myeon	3809039 Jangmok-myeon
3809051	141	Jangseungpo-dong	3809051 Jangseungpo-dong
3809052	176	Majeon-dong	3809052 Majeon-dong
3809053	134	Neungpo-dong	3809053 Neungpo-dong
3809054	3117	Aju-dong	3809054 Aju-dong
3809055	1090	Okpo 1(il)-dong	3809055 Okpo 1(il)-dong
3809056	854	Okpo 2(i)-dong	3809056 Okpo 2(i)-dong
3809057	2399	Jangpyeong-dong	3809057 Jangpyeong-dong
3809058	1086	Gohyeon-dong	3809058 Gohyeon-dong
3809059	241	Sangmun-dong	3809059 Sangmun-dong
3809060	320	Suyang-dong	3809060 Suyang-dong
38100	6913	Yangsan-si	38100 Yangsan-si
3810012	536	Mulgeum-eup	3810012 Mulgeum-eup
3810031	126	Dong-myeon	3810031 Dong-myeon
3810032	69	Wondong-myeon	3810032 Wondong-myeon
3810033	478	Sangbuk-myeon	3810033 Sangbuk-myeon
3810034	194	Habuk-myeon	3810034 Habuk-myeon
3810052	1064	Samseong-dong	3810052 Samseong-dong
3810053	884	Gangseo-dong	3810053 Gangseo-dong
3810054	1332	Seochang-dong	3810054 Seochang-dong
3810055	1276	Soju-dong	3810055 Soju-dong
3810056	225	Pyeongsan-dong	3810056 Pyeongsan-dong
3810057	320	Deokgye-dong	3810057 Deokgye-dong
3810058	232	Jungang-dong	3810058 Jungang-dong
3810059	177	Yangju-dong	3810059 Yangju-dong
38110	19531	Changwon-si	38110 Changwon-si
38111	4544	Uichang-gu	38111 Uichang-gu
3811111	286	Dong-eup	3811111 Dong-eup
3811131	234	Buk-myeon	3811131 Buk-myeon
3811132	411	Daesan-myeon	3811132 Daesan-myeon
3811151	263	Uichang-dong	3811151 Uichang-dong
3811152	1647	Pallyong-dong	3811152 Pallyong-dong
3811153	772	Myeonggok-dong	3811153 Myeonggok-dong
3811154	610	Bongnim-dong	3811154 Bongnim-dong
3811155	321	Yongji-dong	3811155 Yongji-dong
38112	5271	Seongsan-gu	38112 Seongsan-gu
3811251	333	Bansong-dong	3811251 Bansong-dong
3811252	1138	Jungang-dong	3811252 Jungang-dong
3811253	199	Sangnam-dong	3811253 Sangnam-dong
3811254	249	Sapa-dong	3811254 Sapa-dong
3811255	583	Gaeumjeong-dong	3811255 Gaeumjeong-dong
3811256	906	Seongju-dong	3811256 Seongju-dong
3811257	1863	Ungnam-dong	3811257 Ungnam-dong
38113	2473	Masanhappo-gu	38113 Masanhappo-gu
3811331	262	Gusan-myeon	3811331 Gusan-myeon
3811332	228	Jindong-myeon	3811332 Jindong-myeon
3811333	581	Jinbuk-myeon	3811333 Jinbuk-myeon
3811334	167	Jinjeon-myeon	3811334 Jinjeon-myeon
3811351	85	Hyeon-dong	3811351 Hyeon-dong
3811352	85	Gapo-dong	3811352 Gapo-dong
3811353	371	Woryeong-dong	3811353 Woryeong-dong
3811354	110	Munhwa-dong	3811354 Munhwa-dong
3811355	48	Banwol-dong	3811355 Banwol-dong
3811356	38	Jungang-dong	3811356 Jungang-dong
3811357	48	Wanwol-dong	3811357 Wanwol-dong
3811358	43	Jasan-dong	3811358 Jasan-dong
3811359	105	Dongseo-dong	3811359 Dongseo-dong
3811360	27	Seongho-dong	3811360 Seongho-dong
3811361	31	Gyobang-dong	3811361 Gyobang-dong
3811362	41	Nosan-dong	3811362 Nosan-dong
3811363	33	Odong-dong	3811363 Odong-dong
3811364	42	Happo-dong	3811364 Happo-dong
3811365	128	Sanho-dong	3811365 Sanho-dong
38114	2846	Masanhoewon-gu	38114 Masanhoewon-gu
3811411	607	Naeseo-eup	3811411 Naeseo-eup
3811451	56	Hoewon 1(il)-dong	3811451 Hoewon 1(il)-dong
3811452	61	Hoewon 2(i)-dong	3811452 Hoewon 2(i)-dong
3811453	63	Seokjeon 1(il)-dong	3811453 Seokjeon 1(il)-dong
3811454	132	Seokjeon 2(i)-dong	3811454 Seokjeon 2(i)-dong
3811455	61	Hoeseong-dong	3811455 Hoeseong-dong
3811456	93	Yangdeok 1(il)-dong	3811456 Yangdeok 1(il)-dong
3811457	196	Yangdeok 2(i)-dong	3811457 Yangdeok 2(i)-dong
3811458	92	Hapseong 1(il)-dong	3811458 Hapseong 1(il)-dong
3811459	211	Hapseong 2(i)-dong	3811459 Hapseong 2(i)-dong
3811460	87	Guam 1(il)-dong	3811460 Guam 1(il)-dong
3811461	205	Guam 2(i)-dong	3811461 Guam 2(i)-dong
3811462	982	Bongam-dong	3811462 Bongam-dong
38115	4397	Jinhae-gu	38115 Jinhae-gu
3811551	33	Jungang-dong	3811551 Jungang-dong
3811552	48	Taepyeong-dong	3811552 Taepyeong-dong
3811553	38	Chungmu-dong	3811553 Chungmu-dong
3811554	96	Yeojwa-dong	3811554 Yeojwa-dong
3811555	36	Taebaek-dong	3811555 Taebaek-dong
3811556	53	Gyeonghwa-dong	3811556 Gyeonghwa-dong
3811557	58	Byeongam-dong	3811557 Byeongam-dong
3811558	262	Seok-dong	3811558 Seok-dong
3811559	168	I-dong	3811559 I-dong
3811560	79	Jaeun-dong	3811560 Jaeun-dong
3811561	72	Deoksan-dong	3811561 Deoksan-dong
3811562	93	Pungho-dong	3811562 Pungho-dong
3811563	914	Ungcheon-dong	3811563 Ungcheon-dong
3811564	975	Ungdong 1(il)-dong	3811564 Ungdong 1(il)-dong
3811565	1472	Ungdong 2(i)-dong	3811565 Ungdong 2(i)-dong
38310	917	Uiryeong-gun	38310 Uiryeong-gun
3831011	344	Uiryeong-eup	3831011 Uiryeong-eup
3831031	55	Garye-myeon	3831031 Garye-myeon
3831032	62	Chilgok-myeon	3831032 Chilgok-myeon
3831033	23	Daeui-myeon	3831033 Daeui-myeon
3831034	54	Hwajeong-myeon	3831034 Hwajeong-myeon
3831035	67	Yongdeok-myeon	3831035 Yongdeok-myeon
3831036	54	Jeonggok-myeon	3831036 Jeonggok-myeon
3831037	34	Jijeong-myeon	3831037 Jijeong-myeon
3831038		Nakseo-myeon	3831038 Nakseo-myeon
3831039	74	Burim-myeon	3831039 Burim-myeon
3831040	117	Bongsu-myeon	3831040 Bongsu-myeon
3831041	12	Gungnyu-myeon	3831041 Gungnyu-myeon
3831042	19	Yugok-myeon	3831042 Yugok-myeon
38320	4478	Haman-gun	38320 Haman-gun
3832011	418	Gaya-eup	3832011 Gaya-eup
3832012	814	Chirwon-eup	3832012 Chirwon-eup
3832031	181	Haman-myeon	3832031 Haman-myeon
3832032	1219	Gunbuk-myeon	3832032 Gunbuk-myeon
3832033	411	Beopsu-myeon	3832033 Beopsu-myeon
3832034	137	Daesan-myeon	3832034 Daesan-myeon
3832035	797	Chilseo-myeon	3832035 Chilseo-myeon
3832036	265	Chilbuk-myeon	3832036 Chilbuk-myeon
3832038	219	Sanin-myeon	3832038 Sanin-myeon
3832039	17	Yeohang-myeon	3832039 Yeohang-myeon
38330	2394	Changnyeong-gun	38330 Changnyeong-gun
3833011	438	Changnyeong-eup	3833011 Changnyeong-eup
3833012	287	Namji-eup	3833012 Namji-eup
3833031	44	Goam-myeon	3833031 Goam-myeon
3833032	103	Seongsan-myeon	3833032 Seongsan-myeon
3833033	249	Daehap-myeon	3833033 Daehap-myeon
3833034	27	Ibang-myeon	3833034 Ibang-myeon
3833035	70	Yueo-myeon	3833035 Yueo-myeon
3833036	177	Daeji-myeon	3833036 Daeji-myeon
3833037	262	Gyeseong-myeon	3833037 Gyeseong-myeon
3833038	433	Yeongsan-myeon	3833038 Yeongsan-myeon
3833039	114	Jangma-myeon	3833039 Jangma-myeon
3833040	128	Docheon-myeon	3833040 Docheon-myeon
3833041	27	Gilgok-myeon	3833041 Gilgok-myeon
3833042	35	Bugok-myeon	3833042 Bugok-myeon
38340	2216	Goseong-gun	38340 Goseong-gun
3834011	704	Goseong-eup	3834011 Goseong-eup
3834031	136	Samsan-myeon	3834031 Samsan-myeon
3834032	103	Hail-myeon	3834032 Hail-myeon
3834033	29	Hai-myeon	3834033 Hai-myeon
3834034	44	Sangni-myeon	3834034 Sangni-myeon
3834035	19	Daega-myeon	3834035 Daega-myeon
3834036		Yeonghyeon-myeon	3834036 Yeonghyeon-myeon
3834037	36	Yeongo-myeon	3834037 Yeongo-myeon
3834038	27	Gaecheon-myeon	3834038 Gaecheon-myeon
3834039	38	Guman-myeon	3834039 Guman-myeon
3834040	99	Hoehwa-myeon	3834040 Hoehwa-myeon
3834041	80	Maam-myeon	3834041 Maam-myeon
3834042	575	Donghae-myeon	3834042 Donghae-myeon
3834043	324	Georyu-myeon	3834043 Georyu-myeon
38350	968	Namhae-gun	38350 Namhae-gun
3835011	103	Namhae-eup	3835011 Namhae-eup
3835031	113	Idong-myeon	3835031 Idong-myeon
3835032	116	Sangju-myeon	3835032 Sangju-myeon
3835033	203	Samdong-myeon	3835033 Samdong-myeon
3835034	171	Mijo-myeon	3835034 Mijo-myeon
3835035	36	Nam-myeon	3835035 Nam-myeon
3835036	11	Seo-myeon	3835036 Seo-myeon
3835037	41	Gohyeon-myeon	3835037 Gohyeon-myeon
3835038	45	Seolcheon-myeon	3835038 Seolcheon-myeon
3835039	129	Changseon-myeon	3835039 Changseon-myeon
38360	657	Hadong-gun	38360 Hadong-gun
3836011	151	Hadong-eup	3836011 Hadong-eup
3836031	23	Hwagae-myeon	3836031 Hwagae-myeon
3836032	40	Agyang-myeon	3836032 Agyang-myeon
3836033	21	Jeongnyang-myeon	3836033 Jeongnyang-myeon
3836034	12	Hoengcheon-myeon	3836034 Hoengcheon-myeon
3836035	16	Gojeon-myeon	3836035 Gojeon-myeon
3836036	116	Geumnam-myeon	3836036 Geumnam-myeon
3836037	23	Geumseong-myeon	3836037 Geumseong-myeon
3836038	57	Jingyo-myeon	3836038 Jingyo-myeon
3836039	14	Yangbo-myeon	3836039 Yangbo-myeon
3836040	26	Bukcheon-myeon	3836040 Bukcheon-myeon
3836041	15	Cheongam-myeon	3836041 Cheongam-myeon
3836042	143	Okjong-myeon	3836042 Okjong-myeon
38370	637	Sancheong-gun	38370 Sancheong-gun
3837011	113	Sancheong-eup	3837011 Sancheong-eup
3837031	13	Chahwang-myeon	3837031 Chahwang-myeon
3837032	26	Obu-myeon	3837032 Obu-myeon
3837033	20	Saengcho-myeon	3837033 Saengcho-myeon
3837034	46	Geumseo-myeon	3837034 Geumseo-myeon
3837035	24	Samjang-myeon	3837035 Samjang-myeon
3837036	109	Sicheon-myeon	3837036 Sicheon-myeon
3837037	138	Danseong-myeon	3837037 Danseong-myeon
3837038	90	Sinan-myeon	3837038 Sinan-myeon
3837039	34	Saengbiryang-myeon	3837039 Saengbiryang-myeon
3837040	24	Sindeung-myeon	3837040 Sindeung-myeon
38380	556	Hamyang-gun	38380 Hamyang-gun
3838011	190	Hamyang-eup	3838011 Hamyang-eup
3838031	23	Macheon-myeon	3838031 Macheon-myeon
3838032	18	Hyucheon-myeon	3838032 Hyucheon-myeon
3838033	45	Yurim-myeon	3838033 Yurim-myeon
3838034	85	Sudong-myeon	3838034 Sudong-myeon
3838035	22	Jigok-myeon	3838035 Jigok-myeon
3838036	71	Anui-myeon	3838036 Anui-myeon
3838037	18	Seoha-myeon	3838037 Seoha-myeon
3838038	19	Seosang-myeon	3838038 Seosang-myeon
3838039	34	Baekjeon-myeon	3838039 Baekjeon-myeon
3838040	31	Byeonggok-myeon	3838040 Byeonggok-myeon
38390	523	Geochang-gun	38390 Geochang-gun
3839011	256	Geochang-eup	3839011 Geochang-eup
3839031	24	Jusang-myeon	3839031 Jusang-myeon
3839032	15	Ungyang-myeon	3839032 Ungyang-myeon
3839033	7	Goje-myeon	3839033 Goje-myeon
3839034	26	Buksang-myeon	3839034 Buksang-myeon
3839035	52	Wicheon-myeon	3839035 Wicheon-myeon
3839036	21	Mari-myeon	3839036 Mari-myeon
3839037	44	Namsang-myeon	3839037 Namsang-myeon
3839038	25	Namha-myeon	3839038 Namha-myeon
3839039	24	Sinwon-myeon	3839039 Sinwon-myeon
3839040	18	Gajo-myeon	3839040 Gajo-myeon
3839041	11	Gabuk-myeon	3839041 Gabuk-myeon
38400	651	Hapcheon-gun	38400 Hapcheon-gun
3840011	82	Hapcheon-eup	3840011 Hapcheon-eup
3840031	9	Bongsan-myeon	3840031 Bongsan-myeon
3840032	18	Myosan-myeon	3840032 Myosan-myeon
3840033	97	Gaya-myeon	3840033 Gaya-myeon
3840034	74	Yaro-myeon	3840034 Yaro-myeon
3840035	100	Yulgok-myeon	3840035 Yulgok-myeon
3840036	19	Chogye-myeon	3840036 Chogye-myeon
3840037	11	Ssangchaek-myeon	3840037 Ssangchaek-myeon
3840038	9	Deokgok-myeon	3840038 Deokgok-myeon
3840039	47	Cheongdeok-myeon	3840039 Cheongdeok-myeon
3840040	29	Jeokjung-myeon	3840040 Jeokjung-myeon
3840041	13	Daeyang-myeon	3840041 Daeyang-myeon
3840042	12	Ssangbaek-myeon	3840042 Ssangbaek-myeon
3840043	30	Samga-myeon	3840043 Samga-myeon
3840044	38	Gahoe-myeon	3840044 Gahoe-myeon
3840045	26	Daebyeong-myeon	3840045 Daebyeong-myeon
3840046	37	Yongju-myeon	3840046 Yongju-myeon
39	15146	Jeju	39 Jeju
39004	5551	Total for eups	39004 Total for eups
39005	1328	Total for myeons	39005 Total for myeons
39003	8267	Total for dongs	39003 Total for dongs
39010	10471	Jeju-si	39010 Jeju-si
3901011	1582	Hallim-eup	3901011 Hallim-eup
3901012	817	Aewol-eup	3901012 Aewol-eup
3901013	482	Gujwa-eup	3901013 Gujwa-eup
3901014	466	Jocheon-eup	3901014 Jocheon-eup
3901031	243	Hangyeong-myeon	3901031 Hangyeong-myeon
3901032	437	Chuja-myeon	3901032 Chuja-myeon
3901033	25	Udo-myeon	3901033 Udo-myeon
3901051	68	Ildo 1(il)-dong	3901051 Ildo 1(il)-dong
3901052	227	Ildo 2(i)-dong	3901052 Ildo 2(i)-dong
3901053	115	Ido 1(il)-dong	3901053 Ido 1(il)-dong
3901054	488	Ido 2(i)-dong	3901054 Ido 2(i)-dong
3901055	124	Samdo 1(il)-dong	3901055 Samdo 1(il)-dong
3901056	185	Samdo 2(i)-dong	3901056 Samdo 2(i)-dong
3901057	74	Yongdam 1(il)-dong	3901057 Yongdam 1(il)-dong
