id	location	population	id2	
3102262	Jungang-dong	20932	3102262	
1124068	Munjeong 1(il)-dong	20920	1124068	
1109074	Ui-dong	20911	1109074	
3404054	Onyang 4(sa)-dong	20887	3404054	
2303061	Hagik 2(i)-dong	20881	2303061	
1114059	Yonggang-dong	20877	1114059	
2403064	Juwol 1(il)-dong	20850	2403064	
2306052	Bupyeong 2(i)-dong	20847	2306052	
2205052	Chilseong-dong	20842	2205052	
3102378	Jeongja-dong	20809	3102378	
3705069	Imo-dong	20803	3705069	
1116053	Deungchon 2(i)-dong	20785	1116053	
1115065	Sinjeong 2(i)-dong	20779	1115065	
3105166	Jung 4(sa)-dong	20779	3105166	
3705060	Hyeonggok 2(i)-dong	20773	3705060	
2604057	Songjeong-dong	20759	2604057	
3104156	Anyang 6(yuk)-dong	20750	3104156	
3810055	Soju-dong	20746	3810055	
3103056	Jangam-dong	20716	3103056	
3304311	Osong-eup	20705	3304311	
1120070	Sindaebang 2(i)-dong	20704	1120070	
3832012	Chirwon-eup	20695	3832012	
2501065	Yongjeon-dong	20648	2501065	
3105167	Sang-dong	20648	3105167	
3102159	Sujin 2(i)-dong	20614	3102159	
1123063	Daechi 4(sa)-dong	20592	1123063	
1124056	Macheon 2(i)-dong	20588	1124056	
2303068	Juan 4(sa)-dong	20577	2303068	
2304058	Dongchun 2(i)-dong	20547	2304058	
1110052	Ssangmun 2(i)-dong	20541	1110052	
1119055	Dangsan 1(il)-dong	20537	1119055	
1122061	Bangbaebon-dong	20505	1122061	
1108060	Anam-dong	20474	1108060	
3501254	Inhu 1(il)-dong	20455	3501254	
3109171	Banwol-dong	20449	3109171	
1107061	Junghwa 1(il)-dong	20446	1107061	
3104160	Seoksu 1(il)-dong	20436	3104160	
3304351	Uncheonsinbong-dong	20417	3304351	
2304052	Seonhak-dong	20406	2304052	
1114072	Seongsan 1(il)-dong	20390	1114072	
2306070	Sipjeong 1(il)-dong	20381	2306070	
3401155	Bongmyeong-dong	20378	3401155	
3233011	Yeongwol-eup	20376	3233011	
3105251	Simgokbon 1(il)-dong	20362	3105251	
3501163	Junghwasan 2(i)-dong	20353	3501163	
3119133	Idong-myeon	20297	3119133	
1123068	Gaepo 1(il)-dong	20285	1123068	
3113031	Byeolnae-myeon	20240	3113031	
2205077	Gwaneum-dong	20219	2205077	
1116069	Gonghang-dong	20217	1116069	
2303077	Dohwa 2早3(i早sam)-dong	20203	2303077	
1110054	Ssangmun 4(sa)-dong	20188	1110054	
3808054	Sammun-dong	20179	3808054	
3135012	Jeongok-eup	20175	3135012	
2202068	Bangchon-dong	20158	2202068	
1121072	Jowon-dong	20149	1121072	
3117056	Cheonggye-dong	20118	3117056	
3128052	Jungang-dong	20112	3128052	
3538011	Buan-eup	20082	3538011	
2901051	Hansol-dong	20078	2901051	
3102368	Unjung-dong	20073	3102368	
3601071	Sang-dong	20051	3601071	
2104064	Cheonghak 2(i)-dong	20010	2104064	
1114070	Mangwon 2(i)-dong	19986	1114070	
1114063	Sinsu-dong	19971	1114063	
2106056	Oncheon 2(i)-dong	19965	2106056	
1123060	Daechi 1(il)-dong	19956	1123060	
1108077	Jangwi 2(i)-dong	19945	1108077	
1121065	Sinwon-dong	19923	1121065	
2503061	Goejeong-dong	19912	2503061	
3203062	Gangnam-dong	19906	3203062	
1121069	Sillim-dong	19904	1121069	
1122052	Seocho 2(i)-dong	19894	1122052	
3122052	Anseong 2(i)-dong	19880	3122052	
1104071	WangsimniDoseon-dong	19828	1104071	
3101163	Jowon 2(i)-dong	19819	3101163	
2110051	Goejeong 1(il)-dong	19807	2110051	
3701161	Haedo-dong	19787	3701161	
1109060	Beon 1(il)-dong	19770	1109060	
2206057	Manchon 3(sam)-dong	19763	2206057	
3710055	Bukbu-dong	19732	3710055	
3105152	Simgok 2(i)-dong	19699	3105152	
3901014	Jocheon-eup	19696	3901014	
3405051	Buchun-dong	19693	3405051	
3105157	Yeokgok 1(il)-dong	19653	3105157	
3103051	Uijeongbu 1(il)-dong	19640	3103051	
2106055	Oncheon 1(il)-dong	19633	2106055	
1113052	Cheonyeon-dong	19629	1113052	
3124013	Ujeong-eup	19628	3124013	
3105252	Simgokbon-dong	19566	3105252	
1109062	Beon 3(sam)-dong	19560	1109062	
2402063	Hwajeong 4(sa)-dong	19530	2402063	
2306060	Sangok 4(sa)-dong	19528	2306060	
1118055	Doksan 4(sa)-dong	19521	1118055	
2207074	Igok 2(i)-dong	19498	2207074	
2305056	Ganseok 2(i)-dong	19492	2305056	
3901011	Hallim-eup	19477	3901011	
3119355	Jukjeon 2(i)-dong	19470	3119355	
2107058	Yongho 2(i)-dong	19462	2107058	
1116057	Hwagok 2(i)-dong	19450	1116057	
3202011	Munmak-eup	19437	3202011	
2203063	Pyeongni 4(sa)-dong	19422	2203063	
3304353	Bokdae 2(i)-dong	19420	3304353	
3201062	Hupyeong 3(sam)-dong	19417	3201062	
3232011	Hoengseong-eup	19405	3232011	
1124059	Oryun-dong	19401	1124059	
3702014	Oedong-eup	19369	3702014	
3408053	Dangjin 3(sam)-dong	19349	3408053	
1122059	Banpo 3(sam)-dong	19333	1122059	
1117070	Garibong-dong	19330	1117070	
3116056	Geumjeong-dong	19329	3116056	
2304059	Dongchun 3(sam)-dong	19327	2304059	
2503052	Doma 1(il)-dong	19271	2503052	
1104067	Seongsu 2(i)-ga1(il)-dong	19226	1104067	
2601052	Bangu 1(il)-dong	19213	2601052	
2304055	Yeonsu 3(sam)-dong	19158	2304055	
3811558	Seok-dong	19146	3811558	
1115060	Sinwol 4(sa)-dong	19144	1115060	
1122060	Banpo 4(sa)-dong	19115	1122060	
3101159	Songjuk-dong	19113	3101159	
3701258	Yanghak-dong	19096	3701258	
2602051	Sinjeong 1(il)-dong	19085	2602051	
2404068	Duam 2(i)-dong	19066	2404068	
1113071	Bukgajwa 1(il)-dong	19059	1113071	
1111074	Sanggye 10(sip)-dong	19017	1111074	
1112067	Jeungsan-dong	18992	1112067	
2109066	Jwa 1(il)-dong	18992	2109066	
2306066	Bugae 1(il)-dong	18990	2306066	
2105072	Gaya 2(i)-dong	18988	2105072	
1107065	Muk 2(i)-dong	18967	1107065	
1113064	Hongje 3(sam)-dong	18964	1113064	
3337034	Daeso-myeon	18938	3337034	
2206054	Beomeo 4(sa)-dong	18920	2206054	
2305061	Mansu 3(sam)-dong	18895	2305061	
3102154	Taepyeong 1(il)-dong	18892	3102154	
1108064	Jeongneung 3(sam)-dong	18844	1108064	
2404065	Munheung 1(il)-dong	18842	2404065	
1119070	Daerim 1(il)-dong	18828	1119070	
3116059	Suri-dong	18817	3116059	
3811562	Pungho-dong	18801	3811562	
1108062	Jeongneung 1(il)-dong	18799	1108062	
2404066	Munheung 2(i)-dong	18797	2404066	
3110161	Neunggok-dong	18766	3110161	
2308064	Gajwa 3(sam)-dong	18731	2308064	
2105083	Jeonpo 1(il)-dong	18728	2105083	
3832011	Gaya-eup	18716	3832011	
3121051	Changjeon-dong	18701	3121051	
2203053	Naedang 4(sa)-dong	18682	2203053	
3102359	Seohyeon 2(i)-dong	18674	3102359	
3115071	Janggok-dong	18651	3115071	
23320	Ongjin-gun	18642	23320	
2404060	Unam 3(sam)-dong	18640	2404060	
1125065	Seongnae 1(il)-dong	18631	1125065	
3504051	Suseong-dong	18612	3504051	
2109072	Bansong 1(il)-dong	18601	2109072	
1113073	Chunghyeon-dong	18598	1113073	
1101056	Pyeongchang-dong	18594	1101056	
3303059	Cheongjeon-dong	18587	3303059	
3101355	Uman 2(i)-dong	18569	3101355	
3408052	Dangjin 2(i)-dong	18554	3408052	
2505057	Beop 2(i)-dong	18533	2505057	
3104153	Anyang 3(sam)-dong	18519	3104153	
2111062	Jangjeon 2(i)-dong	18506	2111062	
3401251	Seongjeong 1(il)-dong	18480	3401251	
3137011	Gapyeong-eup	18469	3137011	
2505054	Birae-dong	18458	2505054	
1119074	Yeongdeungpo-dong	18445	1119074	
2206058	Suseong 1(il)-ga-dong	18435	2206058	
3114055	Sema-dong	18432	3114055	
1114068	Hapjeong-dong	18414	1114068	
3601069	Yonghae-dong	18381	3601069	
3705051	Songjeong-dong	18381	3705051	
3110360	Gobong-dong	18370	3110360	
1114071	Yeonnam-dong	18364	1114071	
3304254	Mochung-dong	18342	3304254	
3127051	Pocheon-dong	18301	3127051	
1125059	Amsa 3(sam)-dong	18248	1125059	
3702062	Yonggang-dong	18244	3702062	
3901067	Oedo-dong	18244	3901067	
3119136	Yangji-myeon	18217	3119136	
1124051	Pungnap 1(il)-dong	18211	1124051	
3304451	Ogeunjang-dong	18211	3304451	
3838011	Hamyang-eup	18186	3838011	
3104254	Buheung-dong	18164	3104254	
2108062	Hwamyeong 2(i)-dong	18162	2108062	
2107071	Uam-dong	18148	2107071	
3806011	Sacheon-eup	18147	3806011	
1122058	Banpo 2(i)-dong	18124	1122058	
2207059	Janggi-dong	18106	2207059	
1125070	Dunchon 1(il)-dong	18103	1125070	
3809060	Suyang-dong	18099	3809060	
2111069	Guseo 1(il)-dong	18096	2111069	
1103051	Huam-dong	18092	1103051	
2306057	Sangok 1(il)-dong	18050	2306057	
2503054	Jeongnim-dong	18047	2503054	
3104151	Anyang 1(il)-dong	18033	3104151	
3337011	Eumseong-eup	18028	3337011	
3303051	Gyo-dong	18024	3303051	
1102071	Yaksu-dong	18023	1102071	
2305054	Guwol 4(sa)-dong	18023	2305054	
2205084	Daehyeon-dong	18011	2205084	
3105154	Wonmi 1(il)-dong	17992	3105154	
1121063	Namhyeon-dong	17986	1121063	
1109061	Beon 2(i)-dong	17982	1109061	
2307054	Gyesan 2(i)-dong	17976	2307054	
2305059	Mansu 1(il)-dong	17962	2305059	
3406052	Buchang-dong	17958	3406052	
3405052	Dongmun 1(il)-dong	17927	3405052	
1107060	Sangbong 2(i)-dong	17924	1107060	
3102362	Yatap 1(il)-dong	17912	3102362	
1115064	Sinjeong 1(il)-dong	17907	1115064	
3101262	Ipbuk-dong	17897	3101262	
2111059	Bugok 3(sam)-dong	17888	2111059	
1107068	Mangu 3(sam)-dong	17860	1107068	
3201031	Dong-myeon	17855	3201031	
3102372	Gumi 1(il)-dong	17847	3102372	
3404034	Eumbong-myeon	17827	3404034	
3710054	Nambu-dong	17823	3710054	
3102155	Taepyeong 2(i)-dong	17814	3102155	
2402070	Dongcheon-dong	17805	2402070	
3118054	Deokpung 1(il)-dong	17773	3118054	
2206064	Sang-dong	17746	2206064	
3202055	Myeongnyun 2(i)-dong	17743	3202055	
3107053	Songtan-dong	17732	3107053	
3408038	Sinpyeong-myeon	17706	3408038	
2206051	Beomeo 1(il)-dong	17688	2206051	
3740011	Yecheon-eup	17668	3740011	
3127052	Seondan-dong	17661	3127052	
1110053	Ssangmun 3(sam)-dong	17653	1110053	
3104159	Anyang 9(gu)-dong	17612	3104159	
3105161	Yakdae-dong	17608	3105161	
2111058	Bugok 2(i)-dong	17601	2111058	
3902011	Daejeong-eup	17600	3902011	
2305063	Mansu 5(o)-dong	17583	2305063	
2110058	Sinpyeong 1(il)-dong	17549	2110058	
1125054	Myeongil 2(i)-dong	17543	1125054	
2501060	Jayang-dong	17541	2501060	
3601073	Sinheung-dong	17533	3601073	
2502057	Seokgyo-dong	17527	2502057	
2109068	Jwa 3(sam)-dong	17501	2109068	
3201064	Hyoja 2(i)-dong	17495	3201064	
2503055	Byeon-dong	17494	2503055	
3505059	Dotong-dong	17492	3505059	
2204055	Bongdeok 3(sam)-dong	17485	2204055	
3110151	Jugyo-dong	17473	3110151	
2303073	Gwangyo-dong	17431	2303073	
2603053	Hwajeong-dong	17427	2603053	
2114057	Gwangan 2(i)-dong	17424	2114057	
2106065	Myeongnyun-dong	17416	2106065	
2306063	Galsan 1(il)-dong	17413	2306063	
2207076	"Duryu 1,2(il)-dong"	17385	2207076	
1119067	Singil 5(o)-dong	17375	1119067	
3104163	Bakdal 1(il)-dong	17334	3104163	
1105057	Junggok 3(sam)-dong	17309	1105057	
3501172	Hyoja 3(sam)-dong	17274	3501172	
2602053	Sinjeong 3(sam)-dong	17264	2602053	
1124069	Munjeong 2(i)-dong	17261	1124069	
3407033	Eomsa-myeon	17258	3407033	
2503072	Gwanjeo 1(il)-dong	17256	2503072	
3646011	Wando-eup	17252	3646011	
2631039	Samnam-myeon	17240	2631039	
2206070	Beommul 2(i)-dong	17222	2206070	
3102353	Sunae 1(il)-dong	17198	3102353	
3114056	Chopyeong-dong	17197	3114056	
1116066	Gayang 3(sam)-dong	17181	1116066	
2603055	Jeonha 1(il)-dong	17167	2603055	
3101452	Maetan 2(i)-dong	17164	3101452	
3202061	Usan-dong	17135	3202061	
1108081	Seongbuk-dong	17133	1108081	
3109268	Seonbu 1(il)-dong	17119	3109268	
3112054	Gyomun 1(il)-dong	17099	3112054	
1104066	Seongsu 1(il)-ga2(i)-dong	17078	1104066	
1108083	Dongseon-dong	17068	1108083	
1122068	Naegok-dong	17062	1122068	
1123051	Sinsa-dong	17056	1123051	
2403068	Bongseon 1(il)-dong	17053	2403068	
3203011	Jumunjin-eup	17041	3203011	
2308060	Seongnam 3(sam)-dong	17032	2308060	
2202054	Sinam 4(sa)-dong	16989	2202054	
2503059	Dunsan 1(il)-dong	16966	2503059	
2602063	Suam-dong	16942	2602063	
3803075	Sangbong_dong	16935	3803075	
1115059	Sinwol 3(sam)-dong	16931	1115059	
3102158	Sujin 1(il)-dong	16912	3102158	
2502051	Eunhaengseonhwa-dong	16883	2502051	
3102355	Jeongja 2(i)-dong	16880	3102355	
3531011	Samnye-eup	16875	3531011	
3104261	Gwiin-dong	16869	3104261	
2305053	Guwol 3(sam)-dong	16861	2305053	
3203061	Naegok-dong	16853	3203061	
2202069	Haean-dong	16829	2202069	
3304253	Sachang-dong	16829	3304253	
3902012	Namwon-eup	16825	3902012	
1104070	Yongdap-dong	16811	1104070	
3102364	Yatap 2(i)-dong	16781	3102364	
37340	Yeongyang-gun	16781	37340	
3702059	Seondo-dong	16780	3702059	
1123073	Irwon 1(il)-dong	16754	1123073	
3102160	Dandae-dong	16723	3102160	
1104065	Seongsu 1(il)-ga1(il)-dong	16715	1104065	
2113058	Yeonsan 4(sa)-dong	16705	2113058	
2503067	Wolpyeong 2(i)-dong	16705	2503067	
3302055	Yongsan-dong	16702	3302055	
3701267	Jungang-dong	16700	3701267	
2303065	Juan 1(il)-dong	16695	2303065	
3104262	Hogye 1(il)-dong	16695	3104262	
2205056	Chimsan 2(i)-dong	16690	2205056	
2501080	Samseong-dong	16687	2501080	
3106059	Cheolsan 2(i)-dong	16681	3106059	
3302062	Chilgeumgeumneung-dong	16614	3302062	
1119061	Yangpyeong 1(il)-dong	16603	1119061	
2402060	Hwajeong 1(il)-dong	16554	2402060	
2102068	Amnam-dong	16546	2102068	
3122035	Daedeok-myeon	16543	3122035	
1124077	Jamsil 6(yuk)-dong	16530	1124077	
2602064	Seonam-dong	16510	2602064	
1116065	Gayang 2(i)-dong	16502	1116065	
3110357	Madu 2(i)-dong	16495	3110357	
3501168	Samcheon 2(i)-dong	16471	3501168	
3806055	Beollyong-dong	16467	3806055	
1121071	Nanhyang-dong	16447	1121071	
1119065	Singil 3(sam)-dong	16445	1119065	
2505060	Deogam-dong	16441	2505060	
2207058	Jukjeon-dong	16432	2207058	
3304257	Sugok 1(il)-dong	16431	3304257	
3128011	Ganam-eup	16428	3128011	
1121054	Cheongnim-dong	16424	1121054	
1103070	Bogwang-dong	16404	1103070	
1112068	Susaek-dong	16395	1112068	
2306056	Bupyeong 6(yuk)-dong	16391	2306056	
1108058	Donam 1(il)-dong	16377	1108058	
3110458	Songpo-dong	16370	3110458	
2109071	Banyeo 4(sa)-dong	16352	2109071	
2206060	Suseong 4(sa)-ga-dong	16347	2206060	
2205063	Sangyeok 3(sam)-dong	16338	2205063	
3709061	Jeomchon 5(o)-dong	16333	3709061	
3602031	Sora-myeon	16312	3602031	
3901058	Yongdam 2(i)-dong	16298	3901058	
2108056	Deokcheon 1(il)-dong	16292	2108056	
2404069	Duam 3(sam)-dong	16289	2404069	
3102356	Jeongja 3(sam)-dong	16285	3102356	
3115069	Wolgok-dong	16275	3115069	
3121052	Jungni-dong	16270	3121052	
1122062	Bangbae 1(il)-dong	16269	1122062	
2631033	Cheongnyang-myeon	16266	2631033	
2303054	Sungui 4(sa)-dong	16254	2303054	
2308059	Seongnam 2(i)-dong	16248	2308059	
1104058	Eungbong-dong	16222	1104058	
2204064	Daemyeong 9(gu)-dong	16189	2204064	
3710035	Amnyang-myeon	16160	3710035	
3833011	Changnyeong-eup	16159	3833011	
2505053	Hoedeok-dong	16128	2505053	
3115067	Neunggok-dong	16097	3115067	
2202061	Hyomok 2(i)-dong	16093	2202061	
3109265	Wongok 2(i)-dong	16085	3109265	
3501269	Jinbuk-dong	16079	3501269	
3113055	Jigeum-dong	16067	3113055	
2107062	Gamman 1(il)-dong	16027	2107062	
2115060	Jurye 1(il)-dong	16027	2115060	
3104259	Pyeongchon-dong	16014	3104259	
3403051	Daecheon 1(il)-dong	16000	3403051	
1114060	Daeheung-dong	15971	1114060	
2110052	Goejeong 2(i)-dong	15966	2110052	
1125055	Godeok 1(il)-dong	15960	1125055	
3102258	Sangdaewon 2(i)-dong	15945	3102258	
3101353	Ji-dong	15944	3101353	
3901061	Samyang-dong	15923	3901061	
2304057	Dongchun 1(il)-dong	15920	2304057	
3304252	Sajik 2(i)-dong	15914	3304252	
2105057	Yangjeong 2(i)-dong	15910	2105057	
3401253	Ssangyong 1(il)-dong	15899	3401253	
3236014	Dongsong-eup	15894	3236014	
3121011	Janghowon-eup	15883	3121011	
1108068	Gireum 2(i)-dong	15873	1108068	
3304258	Sugok 2(i)-dong	15873	3304258	
2113052	Geoje 2(i)-dong	15869	2113052	
3503071	Yeongdeung 2(i)-dong	15841	3503071	
1104052	Wangsimni 2(i)-dong	15831	1104052	
3405054	Suseok-dong	15831	3405054	
1123074	Irwon 2(i)-dong	15821	1123074	
2502053	Mok-dong	15821	2502053	
2106061	Allak 1(il)-dong	15819	2106061	
3601057	Wonsan-dong	15801	3601057	
3106055	Gwangmyeong 5(o)-dong	15785	3106055	
3501162	Junghwasan 1(il)-dong	15761	3501162	
3405011	Daesan-eup	15749	3405011	
1105055	Junggok 1(il)-dong	15728	1105055	
2114053	Suyeong-dong	15725	2114053	
2107066	Munhyeon 1(il)-dong	15716	2107066	
2113055	Yeonsan 1(il)-dong	15713	2113055	
3106054	Gwangmyeong 4(sa)-dong	15713	3106054	
3702036	Hyeongok-myeon	15705	3702036	
3104265	Beomgye-dong	15701	3104265	
1124057	Bangi 1(il)-dong	15696	1124057	
2601067	Jungang-dong	15687	2601067	
3110157	Sindo-dong	15687	3110157	
2207071	Bon-dong	15681	2207071	
3106063	Haan 2(i)-dong	15658	3106063	
2110059	Sinpyeong 2(i)-dong	15635	2110059	
3502070	Naun 1(il)-dong	15617	3502070	
1115061	Sinwol 5(o)-dong	15554	1115061	
3201060	Hupyeong 1(il)-dong	15549	3201060	
3105355	Gogang 1(il)-dong	15542	3105355	
3102156	Taepyeong 3(sam)-dong	15540	3102156	
3501262	Ua 2(i)-dong	15527	3501262	
3104257	Gwanyang 2(i)-dong	15453	3104257	
2501063	Gayang 1(il)-dong	15448	2501063	
2202071	Gongsan-dong	15446	2202071	
2503056	Yongmun-dong	15430	2503056	
3501167	Samcheon 1(il)-dong	15415	3501167	
2113062	Yeonsan 8(pal)-dong	15381	2113062	
1125058	Amsa 2(i)-dong	15378	1125058	
1106072	Hwigyeong 1(il)-dong	15376	1106072	
3106056	Gwangmyeong 6(yuk)-dong	15374	3106056	
3701155	Songdo-dong	15353	3701155	
2113060	Yeonsan 6(yuk)-dong	15338	2113060	
2303074	Munhak-dong	15336	2303074	
1110061	Chang 3(sam)-dong	15303	1110061	
3123034	Daegot-myeon	15281	3123034	
3810033	Sangbuk-myeon	15280	3810033	
2115065	Gamjeon-dong	15276	2115065	
2308054	Gajeong 1(il)-dong	15251	2308054	
3805056	Mujeon-dong	15241	3805056	
1102070	Dasan-dong	15238	1102070	
3406012	Yeonmu-eup	15164	3406012	
3104162	Seoksu 3(sam)-dong	15161	3104162	
2108051	Gupo 1(il)-dong	15157	2108051	
2202060	Hyomok 1(il)-dong	15150	2202060	
1120052	Noryangjin 2(i)-dong	15142	1120052	
2115062	Jurye 3(sam)-dong	15136	2115062	
2202066	Dongchon-dong	15105	2202066	
1123075	Suseo-dong	15099	1123075	
1104055	Sageun-dong	15098	1104055	
3811560	Jaeun-dong	15082	3811560	
3102151	Sinheung 1(il)-dong	15065	3102151	
2306053	Bupyeong 3(sam)-dong	15064	2306053	
3205054	Sangjang-dong	15064	3205054	
3124056	Gibae-dong	15062	3124056	
3119154	Dongbu-dong	15059	3119154	
3502065	Jochon-dong	15046	3502065	
3120032	Tanhyeon-myeon	15041	3120032	
3102157	Taepyeong 4(sa)-dong	15033	3102157	
3201068	Gangnam-dong	15021	3201068	
2404071	Maegok-dong	14994	2404071	
1121061	Jungang-dong	14991	1121061	
3110152	Wonsin-dong	14974	3110152	
2107055	Daeyeon 5(o)-dong	14954	2107055	
3111053	Byeoryang-dong	14944	3111053	
3704061	Songha-dong	14929	3704061	
2301054	Sinheung-dong	14920	2301054	
2502054	Jungchon-dong	14903	2502054	
1114061	Yeomni-dong	14894	1114061	
3120031	Wollong-myeon	14887	3120031	
3201034	Dongnae-myeon	14887	3201034	
3203058	Ponam 2(i)-dong	14875	3203058	
2106064	Myeongjang 2(i)-dong	14839	2106064	
3705059	Hyeonggok 1(il)-dong	14829	3705059	
1119069	Singil 7(chil)-dong	14788	1119069	
2306061	Cheongcheon 1(il)-dong	14785	2306061	
2106063	Myeongjang 1(il)-dong	14776	2106063	
3105159	Chunui-dong	14764	3105159	
2110060	Jangnim 1(il)-dong	14755	2110060	
1102072	Cheonggu-dong	14752	1102072	
3106065	Haan 4(sa)-dong	14747	3106065	
1103057	Wonhyoro 2(i)-dong	14738	1103057	
2202056	Sincheon 1早2(ili)-dong	14736	2202056	
2502063	Taepyeong 1(il)-dong	14733	2502063	
3102161	Sanseong-dong	14724	3102161	
3124043	Jeongnam-myeon	14721	3124043	
3102163	Bokjeong-dong	14713	3102163	
3104155	Anyang 5(o)-dong	14709	3104155	
3106061	Cheolsan 4(sa)-dong	14709	3106061	
1113065	Hongje 2(i)-dong	14704	1113065	
2115056	Deokpo 2(i)-dong	14682	2115056	
1104056	Haengdang 1(il)-dong	14669	1104056	
2603054	Daesong-dong	14657	2603054	
3102352	Sunae 3(sam)-dong	14657	3102352	
3806032	Sanam-myeon	14648	3806032	
2206052	Beomeo 2(i)-dong	14638	2206052	
1120066	Sadang 4(sa)-dong	14633	1120066	
2404064	Munhwa-dong	14628	2404064	
1103073	Hangangno-dong	14626	1103073	
3403053	Daecheon 3(sam)-dong	14619	3403053	
3127034	Sinbuk-myeon	14612	3127034	
2404059	Unam 2(i)-dong	14569	2404059	
3501164	Pyeonghwa 1(il)-dong	14538	3501164	
2306069	Ilsin-dong	14533	2306069	
2114051	Namcheon 1(il)-dong	14530	2114051	
1124053	Geoyeo 1(il)-dong	14502	1124053	
2502068	Munhwa 2(i)-dong	14494	2502068	
2105074	Gaegeum 1(il)-dong	14490	2105074	
1108061	Bomun-dong	14487	1108061	
2206066	Dusan-dong	14480	2206066	
2303071	Juan 7(chil)-dong	14460	2303071	
3803063	Hadae 1(il)-dong	14436	3803063	
2111060	Bugok 4(sa)-dong	14432	2111060	
2308062	Gajwa 1(il)-dong	14422	2308062	
2114059	Gwangan 4(sa)-dong	14408	2114059	
2109058	Banyeo 2(i)-dong	14404	2109058	
3124039	Jangan-myeon	14382	3124039	
3332011	Boeun-eup	14367	3332011	
3106051	Gwangmyeong 1(il)-dong	14362	3106051	
2502066	Yucheon 2(i)-dong	14354	2502066	
2206065	Pa-dong	14353	2206065	
3238011	Yanggu-eup	14342	3238011	
1106071	Hoegi-dong	14317	1106071	
2405054	Dosan-dong	14289	2405054	
3403054	Daecheon4(sa)-dong	14278	3403054	
3502073	Miseong-dong	14278	3502073	
3901055	Samdo 1(il)-dong	14277	3901055	
2503069	Mannyeon-dong	14261	2503069	
2404073	Ochi 2(i)-dong	14257	2404073	
2204051	Icheon-dong	14249	2204051	
2405059	Wolgok 1(il)-dong	14239	2405059	
2303056	Yonghyeon 2(i)-dong	14213	2303056	
1123058	Samseong 1(il)-dong	14212	1123058	
3124038	Paltan-myeon	14212	3124038	
3638011	Jangheung-eup	14212	3638011	
3101369	Godeung-dong	14204	3101369	
2603060	Nammok 3(sam)-dong	14195	2603060	
3202053	Gaeun-dong	14182	3202053	
3105153	Simgok 3(sam)-dong	14180	3105153	
3105151	Simgok 1(il)-dong	14175	3105151	
2231034	Hyeonpung-myeon	14148	2231034	
1104062	Geumho 4(sa)-ga-dong	14133	1104062	
3101368	Maesan-dong	14092	3101368	
2110054	Goejeong 4(sa)-dong	14076	2110054	
3811365	Sanho-dong	14075	3811365	
2107068	Munhyeon 3(sam)-dong	14064	2107068	
3304454	Naedeok 2(i)-dong	14055	3304454	
2502055	Daeheung-dong	14051	2502055	
3102259	Sangdaewon 3(sam)-dong	14050	3102259	
2114052	Namcheon 2(i)-dong	14043	2114052	
3120035	Gwangtan-myeon	14035	3120035	
3803068	Sinan-dong	14011	3803068	
3128053	Ohak-dong	14010	3128053	
3705011	Seonsan-eup	14009	3705011	
3434012	Seocheon-eup	13990	3434012	
2204058	Daemyeong 3(sam)-dong	13969	2204058	
2403062	Baegun 1(il)-dong	13969	2403062	
3501170	Hyoja 1(il)-dong	13964	3501170	
3117051	Gocheon-dong	13940	3117051	
3706011	Punggi-eup	13930	3706011	
3105155	Wonmi 2(i)-dong	13899	3105155	
3803069	Ihyeon-dong	13889	3803069	
3506052	Sinpung-dong	13879	3506052	
2404062	Usan-dong	13839	2404062	
2110053	Goejeong 3(sam)-dong	13835	2110053	
3104252	Bisan 2(i)-dong	13825	3104252	
3102361	Imae 2(i)-dong	13816	3102361	
1108078	Jangwi 3(sam)-dong	13796	1108078	
3803065	Sangpyeong-dong	13788	3803065	
2107059	Yongho 3(sam)-dong	13782	2107059	
2207067	Sangin 3(sam)-dong	13758	2207067	
3531033	Iseo-myeon	13755	3531033	
3109264	Wongok 1(il)-dong	13743	3109264	
3138040	Yongmun-myeon	13719	3138040	
3639011	Gangjin-eup	13718	3639011	
3704056	Taehwa-dong	13706	3704056	
3742011	Uljin-eup	13664	3742011	
3111052	Galhyeon-dong	13659	3111052	
3106058	Cheolsan 1(il)-dong	13653	3106058	
3104266	Sinchon-dong	13629	3104266	
3631011	Damyang-eup	13621	3631011	
3304331	Gangnae-myeon	13609	3304331	
3120012	Paju-eup	13604	3120012	
3404035	Dunpo-myeon	13592	3404035	
3202036	Heungeop-myeon	13582	3202036	
1101072	Cheongunhyoja-dong	13580	1101072	
3137032	Cheongpyeong-myeon	13535	3137032	
3706062	Gaheung 1(il)-dong	13509	3706062	
2108057	Deokcheon 2(i)-dong	13502	2108057	
2505056	Beop 1(il)-dong	13499	2505056	
2602061	Yaeumjangsaengpo-dong	13481	2602061	
1103072	Wonhyoro 1(il)-dong	13472	1103072	
3107031	Jinwi-myeon	13468	3107031	
3602011	Dolsan-eup	13466	3602011	
3115055	Maehwa-dong	13465	3115055	
2203062	Pyeongni 3(sam)-dong	13464	2203062	
3121035	Daewol-myeon	13464	3121035	
3803061	Sangdae 1(il)-dong	13456	3803061	
2106060	Sajik 3(sam)-dong	13454	2106060	
3606056	Geumho-dong	13448	3606056	
2401071	Hagun-dong	13425	2401071	
2206069	Beommul 1(il)-dong	13387	2206069	
2501079	Seongnam-dong	13345	2501079	
2503062	Gajang-dong	13344	2503062	
3201061	Hupyeong 2(i)-dong	13341	3201061	
3207053	Gyo-dong	13338	3207053	
